date,time,value,weak,pool,target
2021-06-17,15:30:00,1579404.82,True,9,501018
2021-06-18,15:30:00,1550471.32,True,9,501018
2021-06-21,15:30:00,1575547.02,True,9,501018
2021-06-22,15:30:00,1588514.54,False,62,159851
2021-06-23,15:30:00,1568497.92,False,62,588080
2021-06-24,15:30:00,1538221.63,False,63,159851
2021-06-25,15:30:00,1543765.71,False,63,501018
2021-06-28,15:30:00,1550447.05,False,63,588080
2021-06-29,15:30:00,1561855.04,False,64,515790
2021-06-30,15:30:00,1582866.44,False,64,515790
2021-07-01,15:30:00,1551112.9,False,64,515030
2021-07-02,15:30:00,1545932.9,False,64,515030
2021-07-05,15:30:00,1567357.58,True,9,501018
2021-07-06,15:30:00,1589440.23,True,9,501018
2021-07-07,15:30:00,1545552.73,True,9,513100
2021-07-08,15:30:00,1537697.26,False,64,159967
2021-07-09,15:30:00,1521151.58,False,64,159967
2021-07-12,15:30:00,1583550.57,False,64,159967
2021-07-13,15:30:00,1552352.17,False,64,159967
2021-07-14,15:30:00,1541340.97,False,64,159967
2021-07-15,15:30:00,1572539.37,False,64,159967
2021-07-16,15:30:00,1522663.69,False,64,159870
2021-07-19,15:30:00,1501362.68,False,64,159870
2021-07-20,15:30:00,1489999.98,False,64,159870
2021-07-21,15:30:00,1516555.73,True,9,511880
2021-07-22,15:30:00,1527377.5,False,64,159870
2021-07-23,15:30:00,1512943.11,False,64,515210
2021-07-26,15:30:00,1479856.36,False,64,515210
2021-07-27,15:30:00,1460652.71,True,9,159980
2021-07-28,15:30:00,1457560.91,True,9,159980
2021-07-29,15:30:00,1463744.51,True,9,159980
2021-07-30,15:30:00,1469928.11,True,9,159980
2021-08-02,15:30:00,1467866.91,True,9,159980
2021-08-03,15:30:00,1432984.93,False,65,512670
2021-08-04,15:30:00,1473071.0,False,65,512670
2021-08-05,15:30:00,1525029.11,False,65,512710
2021-08-06,15:30:00,1534409.24,False,65,512710
2021-08-09,15:30:00,1518875.22,False,65,512660
2021-08-10,15:30:00,1604592.29,False,65,159995
2021-08-11,15:30:00,1613020.96,False,65,159995
2021-08-12,15:30:00,1621427.3,False,65,515220
2021-08-13,15:30:00,1637410.1,False,65,515220
2021-08-16,15:30:00,1632494.4,False,65,512660
2021-08-17,15:30:00,1617924.91,True,9,513500
2021-08-18,15:30:00,1616742.71,True,9,513500
2021-08-19,15:30:00,1596139.43,True,9,511880
2021-08-20,15:30:00,1596449.43,True,9,511880
2021-08-23,15:30:00,1598810.14,True,9,513500
2021-08-24,15:30:00,1607549.14,True,9,513500
2021-08-25,15:30:00,1633119.93,False,66,515220
2021-08-26,15:30:00,1690135.05,False,67,515220
2021-08-27,15:30:00,1717389.15,False,67,515210
2021-08-30,15:30:00,1751988.11,False,67,515210
2021-08-31,15:30:00,1856068.73,False,67,512400
2021-09-01,15:30:00,1752347.16,False,67,510880
2021-09-02,15:30:00,1786078.15,True,9,513100
2021-09-03,15:30:00,1782304.05,True,9,513100
2021-09-06,15:30:00,1786764.35,True,9,513100
2021-09-07,15:30:00,1795511.75,False,67,510880
2021-09-08,15:30:00,1815167.75,False,67,510880
2021-09-09,15:30:00,1870390.77,False,67,512890
2021-09-10,15:30:00,1859566.56,False,67,512890
2021-09-13,15:30:00,1910786.5,False,67,512400
2021-09-14,15:30:00,1856253.19,False,67,512400
2021-09-15,15:30:00,1860726.45,False,67,159869
2021-09-16,15:30:00,1850850.95,False,67,159869
2021-09-17,15:30:00,1797769.36,True,9,513520
2021-09-22,15:30:00,1787107.57,True,9,501018
2021-09-23,15:30:00,1799051.09,True,9,501018
2021-09-24,15:30:00,1822238.45,True,9,501018
2021-09-27,15:30:00,1851767.25,True,9,501018
2021-09-28,15:30:00,1883405.25,True,9,501018
2021-09-29,15:30:00,1837002.85,True,9,501018
2021-09-30,15:30:00,1839112.05,True,9,501018
2021-10-08,15:30:00,1940348.55,True,9,501018
2021-10-11,15:30:00,1978307.44,True,9,501018
2021-10-12,15:30:00,1971980.44,True,9,501018
2021-10-13,15:30:00,1969871.44,True,9,501018
2021-10-14,15:30:00,1980416.44,True,9,501018
2021-10-15,15:30:00,2005719.14,True,9,501018
2021-10-18,15:30:00,2063658.48,False,69,159865
2021-10-19,15:30:00,2166609.34,False,69,159865
2021-10-20,15:30:00,2125479.74,False,68,159865
2021-10-21,15:30:00,2104215.45,False,69,159928
2021-10-22,15:30:00,2140081.37,False,70,501018
2021-10-25,15:30:00,2176864.29,False,70,501018
2021-10-26,15:30:00,2154192.29,False,70,501018
2021-10-27,15:30:00,2145123.49,False,70,501018
2021-10-28,15:30:00,2111110.99,False,69,501018
2021-10-29,15:30:00,2127966.76,True,9,513500
2021-11-01,15:30:00,2144108.63,True,9,513500
2021-11-02,15:30:00,2131083.96,False,69,515790
2021-11-03,15:30:00,2090614.62,False,69,516520
2021-11-04,15:30:00,2122945.53,False,69,516520
2021-11-05,15:30:00,2132139.9,False,68,516520
2021-11-08,15:30:00,2126614.5,False,70,516520
2021-11-09,15:30:00,2132139.9,False,70,516520
2021-11-10,15:30:00,2114347.51,False,69,512670
2021-11-11,15:30:00,2119496.65,False,69,512670
2021-11-12,15:30:00,2201011.42,False,70,512670
2021-11-15,15:30:00,2160280.78,False,70,512660
2021-11-16,15:30:00,2074304.45,False,70,512660
2021-11-17,15:30:00,2103057.85,False,70,512980
2021-11-18,15:30:00,2030448.56,False,69,515880
2021-11-19,15:30:00,2053491.06,False,69,512670
2021-11-22,15:30:00,2083066.98,False,70,512670
2021-11-23,15:30:00,2076524.49,False,69,159869
2021-11-24,15:30:00,2092508.49,False,67,159869
2021-11-25,15:30:00,2044576.19,False,69,515880
2021-11-26,15:30:00,2018823.19,False,70,515880
2021-11-29,15:30:00,2011465.19,False,70,515880
2021-11-30,15:30:00,2033510.94,False,70,516520
2021-12-01,15:30:00,2013927.16,False,70,562800
2021-12-02,15:30:00,2030114.08,False,70,562800
2021-12-03,15:30:00,2028219.55,True,9,159985
2021-12-06,15:30:00,1994054.75,False,69,562800
2021-12-07,15:30:00,1918625.52,True,9,159985
2021-12-08,15:30:00,1911183.43,True,9,159980
2021-12-09,15:30:00,1901481.08,True,9,159985
2021-12-10,15:30:00,1919876.66,False,70,512690
2021-12-13,15:30:00,1932228.6,False,70,512690
2021-12-14,15:30:00,1945978.6,False,70,512690
2021-12-15,15:30:00,1919853.6,False,71,512690
2021-12-16,15:30:00,1892349.99,False,71,512690
2021-12-17,15:30:00,1846971.69,False,71,512690
2021-12-20,15:30:00,1846471.8,True,9,159985
2021-12-21,15:30:00,1840524.45,True,9,159985
2021-12-22,15:30:00,1857259.85,True,9,159985
2021-12-23,15:30:00,1898337.65,True,9,159985
2021-12-24,15:30:00,1908987.45,True,9,159985
2021-12-27,15:30:00,1889209.25,True,9,159985
2021-12-28,15:30:00,1904423.25,True,9,159985
2021-12-29,15:30:00,1881602.25,True,9,159985
2021-12-30,15:30:00,1890730.65,True,9,159985
2021-12-31,15:30:00,1873475.16,False,71,512980
2022-01-04,15:30:00,1945368.96,False,72,512980
2022-01-05,15:30:00,1947547.56,False,72,512980
2022-01-06,15:30:00,1925666.05,True,9,501018
2022-01-07,15:30:00,1967891.78,True,9,501018
2022-01-10,15:30:00,1944643.28,True,9,501018
2022-01-11,15:30:00,1938302.78,True,9,501018
2022-01-12,15:30:00,1974232.28,True,9,501018
2022-01-13,15:30:00,1989026.78,True,9,501018
2022-01-14,15:30:00,1993253.78,True,9,501018
2022-01-17,15:30:00,2027069.78,True,9,501018
2022-01-18,15:30:00,2052431.78,False,72,501018
2022-01-19,15:30:00,2069334.67,False,73,501018
2022-01-20,15:30:00,2071448.07,True,9,501018
2022-01-21,15:30:00,2037633.67,True,9,501018
2022-01-24,15:30:00,2071448.07,True,9,501018
2022-01-25,15:30:00,2032195.11,True,9,518880
2022-01-26,15:30:00,2046050.09,True,9,501018
2022-01-27,15:30:00,2064952.79,True,9,501018
2022-01-28,15:30:00,2085955.79,True,9,501018
