rank,grid_id,initial_entry_label,initial_entry_minute,stop_loss_profile,stop_loss_windows,trend_check_label,trend_check_minutes,force_buy_minute,total_return,annualized_return,max_drawdown,trade_count,buy_count,sell_count,stop_loss_count,win_rate,final_equity,daily_volatility,score_return_drawdown,entry_mode_breakdown,execution_mode_breakdown
63,3,none,,full,"[[941, 1028], [1041, 1129], [1301, 1456]]",1340_1410,"[1340, 1410]",1455,0.5583340900212885,1.945292905529842,-0.5727976508826795,117,59,47,11,0.39655172413793105,1558334.0900212885,0.17819762127852873,0.9747492664484523,"{""trend_real"": 26, ""force_real"": 23, ""trend_proxy"": 5, ""force_proxy"": 5}","{""minute"": 39, ""stop_real"": 10, ""daily_close"": 8, ""stop_proxy"": 1}"
64,28,1311,1311.0,full,"[[941, 1028], [1041, 1129], [1301, 1456]]",1340_1410,"[1340, 1410]",1440,0.5645893311448476,1.9741638288844365,-0.5822961858299934,117,59,47,11,0.39655172413793105,1564589.3311448474,0.17965864156961317,0.9695913263455317,"{""initial_real"": 49, ""trend_proxy"": 5, ""force_proxy"": 5}","{""minute"": 39, ""stop_real"": 10, ""daily_close"": 8, ""stop_proxy"": 1}"
65,29,1311,1311.0,full,"[[941, 1028], [1041, 1129], [1301, 1456]]",1340_1410,"[1340, 1410]",1450,0.5645893311448476,1.9741638288844365,-0.5822961858299934,117,59,47,11,0.39655172413793105,1564589.3311448474,0.17965864156961317,0.9695913263455317,"{""initial_real"": 49, ""trend_proxy"": 5, ""force_proxy"": 5}","{""minute"": 39, ""stop_real"": 10, ""daily_close"": 8, ""stop_proxy"": 1}"
66,30,1311,1311.0,full,"[[941, 1028], [1041, 1129], [1301, 1456]]",1340_1410,"[1340, 1410]",1455,0.5645893311448476,1.9741638288844365,-0.5822961858299934,117,59,47,11,0.39655172413793105,1564589.3311448474,0.17965864156961317,0.9695913263455317,"{""initial_real"": 49, ""trend_proxy"": 5, ""force_proxy"": 5}","{""minute"": 39, ""stop_real"": 10, ""daily_close"": 8, ""stop_proxy"": 1}"
67,31,1311,1311.0,full,"[[941, 1028], [1041, 1129], [1301, 1456]]",1320_1340_1410,"[1320, 1340, 1410]",1440,0.5645893311448476,1.9741638288844365,-0.5822961858299934,117,59,47,11,0.39655172413793105,1564589.3311448474,0.17965864156961317,0.9695913263455317,"{""initial_real"": 49, ""trend_proxy"": 5, ""force_proxy"": 5}","{""minute"": 39, ""stop_real"": 10, ""daily_close"": 8, ""stop_proxy"": 1}"
68,32,1311,1311.0,full,"[[941, 1028], [1041, 1129], [1301, 1456]]",1320_1340_1410,"[1320, 1340, 1410]",1450,0.5645893311448476,1.9741638288844365,-0.5822961858299934,117,59,47,11,0.39655172413793105,1564589.3311448474,0.17965864156961317,0.9695913263455317,"{""initial_real"": 49, ""trend_proxy"": 5, ""force_proxy"": 5}","{""minute"": 39, ""stop_real"": 10, ""daily_close"": 8, ""stop_proxy"": 1}"
69,33,1311,1311.0,full,"[[941, 1028], [1041, 1129], [1301, 1456]]",1320_1340_1410,"[1320, 1340, 1410]",1455,0.5645893311448476,1.9741638288844365,-0.5822961858299934,117,59,47,11,0.39655172413793105,1564589.3311448474,0.17965864156961317,0.9695913263455317,"{""initial_real"": 49, ""trend_proxy"": 5, ""force_proxy"": 5}","{""minute"": 39, ""stop_real"": 10, ""daily_close"": 8, ""stop_proxy"": 1}"
70,34,1311,1311.0,full,"[[941, 1028], [1041, 1129], [1301, 1456]]",1340_1410_1430,"[1340, 1410, 1430]",1440,0.5645893311448476,1.9741638288844365,-0.5822961858299934,117,59,47,11,0.39655172413793105,1564589.3311448474,0.17965864156961317,0.9695913263455317,"{""initial_real"": 49, ""trend_proxy"": 5, ""force_proxy"": 5}","{""minute"": 39, ""stop_real"": 10, ""daily_close"": 8, ""stop_proxy"": 1}"
71,35,1311,1311.0,full,"[[941, 1028], [1041, 1129], [1301, 1456]]",1340_1410_1430,"[1340, 1410, 1430]",1450,0.5645893311448476,1.9741638288844365,-0.5822961858299934,117,59,47,11,0.39655172413793105,1564589.3311448474,0.17965864156961317,0.9695913263455317,"{""initial_real"": 49, ""trend_proxy"": 5, ""force_proxy"": 5}","{""minute"": 39, ""stop_real"": 10, ""daily_close"": 8, ""stop_proxy"": 1}"
72,36,1311,1311.0,full,"[[941, 1028], [1041, 1129], [1301, 1456]]",1340_1410_1430,"[1340, 1410, 1430]",1455,0.5645893311448476,1.9741638288844365,-0.5822961858299934,117,59,47,11,0.39655172413793105,1564589.3311448474,0.17965864156961317,0.9695913263455317,"{""initial_real"": 49, ""trend_proxy"": 5, ""force_proxy"": 5}","{""minute"": 39, ""stop_real"": 10, ""daily_close"": 8, ""stop_proxy"": 1}"
73,46,1311,1311.0,post_entry,"[[1312, 1456]]",1340_1410,"[1340, 1410]",1440,0.5532932059482496,1.9221474934723308,-0.5849159263797511,117,59,51,7,0.39655172413793105,1553293.2059482497,0.17970341977809753,0.9459362978415966,"{""initial_real"": 49, ""trend_proxy"": 5, ""force_proxy"": 5}","{""minute"": 43, ""daily_close"": 8, ""stop_real"": 6, ""stop_proxy"": 1}"
74,47,1311,1311.0,post_entry,"[[1312, 1456]]",1340_1410,"[1340, 1410]",1450,0.5532932059482496,1.9221474934723308,-0.5849159263797511,117,59,51,7,0.39655172413793105,1553293.2059482497,0.17970341977809753,0.9459362978415966,"{""initial_real"": 49, ""trend_proxy"": 5, ""force_proxy"": 5}","{""minute"": 43, ""daily_close"": 8, ""stop_real"": 6, ""stop_proxy"": 1}"
75,48,1311,1311.0,post_entry,"[[1312, 1456]]",1340_1410,"[1340, 1410]",1455,0.5532932059482496,1.9221474934723308,-0.5849159263797511,117,59,51,7,0.39655172413793105,1553293.2059482497,0.17970341977809753,0.9459362978415966,"{""initial_real"": 49, ""trend_proxy"": 5, ""force_proxy"": 5}","{""minute"": 43, ""daily_close"": 8, ""stop_real"": 6, ""stop_proxy"": 1}"
76,49,1311,1311.0,post_entry,"[[1312, 1456]]",1320_1340_1410,"[1320, 1340, 1410]",1440,0.5532932059482496,1.9221474934723308,-0.5849159263797511,117,59,51,7,0.39655172413793105,1553293.2059482497,0.17970341977809753,0.9459362978415966,"{""initial_real"": 49, ""trend_proxy"": 5, ""force_proxy"": 5}","{""minute"": 43, ""daily_close"": 8, ""stop_real"": 6, ""stop_proxy"": 1}"
77,50,1311,1311.0,post_entry,"[[1312, 1456]]",1320_1340_1410,"[1320, 1340, 1410]",1450,0.5532932059482496,1.9221474934723308,-0.5849159263797511,117,59,51,7,0.39655172413793105,1553293.2059482497,0.17970341977809753,0.9459362978415966,"{""initial_real"": 49, ""trend_proxy"": 5, ""force_proxy"": 5}","{""minute"": 43, ""daily_close"": 8, ""stop_real"": 6, ""stop_proxy"": 1}"
78,51,1311,1311.0,post_entry,"[[1312, 1456]]",1320_1340_1410,"[1320, 1340, 1410]",1455,0.5532932059482496,1.9221474934723308,-0.5849159263797511,117,59,51,7,0.39655172413793105,1553293.2059482497,0.17970341977809753,0.9459362978415966,"{""initial_real"": 49, ""trend_proxy"": 5, ""force_proxy"": 5}","{""minute"": 43, ""daily_close"": 8, ""stop_real"": 6, ""stop_proxy"": 1}"
79,52,1311,1311.0,post_entry,"[[1312, 1456]]",1340_1410_1430,"[1340, 1410, 1430]",1440,0.5532932059482496,1.9221474934723308,-0.5849159263797511,117,59,51,7,0.39655172413793105,1553293.2059482497,0.17970341977809753,0.9459362978415966,"{""initial_real"": 49, ""trend_proxy"": 5, ""force_proxy"": 5}","{""minute"": 43, ""daily_close"": 8, ""stop_real"": 6, ""stop_proxy"": 1}"
80,53,1311,1311.0,post_entry,"[[1312, 1456]]",1340_1410_1430,"[1340, 1410, 1430]",1450,0.5532932059482496,1.9221474934723308,-0.5849159263797511,117,59,51,7,0.39655172413793105,1553293.2059482497,0.17970341977809753,0.9459362978415966,"{""initial_real"": 49, ""trend_proxy"": 5, ""force_proxy"": 5}","{""minute"": 43, ""daily_close"": 8, ""stop_real"": 6, ""stop_proxy"": 1}"
81,54,1311,1311.0,post_entry,"[[1312, 1456]]",1340_1410_1430,"[1340, 1410, 1430]",1455,0.5532932059482496,1.9221474934723308,-0.5849159263797511,117,59,51,7,0.39655172413793105,1553293.2059482497,0.17970341977809753,0.9459362978415966,"{""initial_real"": 49, ""trend_proxy"": 5, ""force_proxy"": 5}","{""minute"": 43, ""daily_close"": 8, ""stop_real"": 6, ""stop_proxy"": 1}"
