date,weak,pool,passed,target,target_raw,top10_raw,top10
2021-11-30,False,72,29,516150,516150.XSHG,516150.XSHG:3.3315:5.4582:0.6104:1.6660:0|516520.XSHG:2.2729:2.4696:0.9204:1.2370:0|515880.XSHG:2.1200:2.4520:0.8646:1.1080:0|512670.XSHG:2.0207:2.5863:0.7813:1.2270:0|562800.XSHG:1.7258:3.5803:0.4820:1.0070:0|512660.XSHG:1.6034:2.0934:0.7659:1.4850:0|512100.XSHG:1.5905:1.7821:0.8925:1.1740:0|159732.XSHE:1.2273:1.4590:0.8412:1.0350:0|515050.XSHG:1.1561:1.4657:0.7888:1.2080:0|159851.XSHE:1.1263:1.4662:0.7682:1.1990:0,"['516150', '516520', '515880', '512670', '562800', '512660', '512100', '159732', '515050', '159851']"
2021-12-01,False,72,30,516150,516150.XSHG,516150.XSHG:4.4279:6.2722:0.7060:1.6320:0|562800.XSHG:2.6308:4.2578:0.6179:0.9880:0|516520.XSHG:1.9672:2.1955:0.8960:1.2200:0|515880.XSHG:1.8475:2.1958:0.8414:1.1120:0|512670.XSHG:1.7536:2.2798:0.7692:1.1980:0|512100.XSHG:1.7064:1.8348:0.9300:1.1660:0|159851.XSHE:1.4902:1.7744:0.8399:1.1990:0|512660.XSHG:1.3304:1.7931:0.7419:1.4520:0|159732.XSHE:0.9851:1.2479:0.7894:1.0290:0|515050.XSHG:0.8968:1.2252:0.7320:1.2070:0,"['516150', '562800', '516520', '515880', '512670', '512100', '159851', '512660', '159732', '515050']"
2021-12-09,False,72,23,516150,516150.XSHG,516150.XSHG:3.6604:4.8577:0.7535:1.6190:0|562800.XSHG:2.2495:3.2608:0.6899:0.9660:0|515210.XSHG:1.8461:2.1706:0.8505:1.7370:0|512690.XSHG:1.6664:2.2804:0.7308:1.4090:0|159851.XSHE:1.4071:1.6689:0.8431:1.2100:0|512400.XSHG:0.7901:1.2245:0.6453:1.4470:0|515220.XSHG:0.7495:1.7415:0.4304:1.9870:0|516520.XSHG:0.7217:1.0173:0.7094:1.2430:0|159732.XSHE:0.6862:0.9534:0.7197:1.0840:0|512200.XSHG:0.5774:1.0061:0.5739:0.7950:0,"['516150', '562800', '515210', '512690', '159851', '512400', '515220', '516520', '159732', '512200']"
2021-12-10,False,72,24,516150,516150.XSHG,516150.XSHG:3.0195:4.1822:0.7220:1.6250:0|512690.XSHG:2.1219:2.6759:0.7930:1.3920:0|562800.XSHG:1.8819:2.8522:0.6598:0.9810:0|515210.XSHG:1.7942:2.0928:0.8573:1.7230:0|159851.XSHE:1.2505:1.5034:0.8318:1.1890:0|515220.XSHG:1.1883:2.0158:0.5895:1.9680:0|515170.XSHG:0.8732:1.3543:0.6447:0.9260:0|159732.XSHE:0.7776:1.0577:0.7352:1.0800:0|512400.XSHG:0.7169:1.1407:0.6285:1.4560:0|516520.XSHG:0.6300:0.9212:0.6839:1.2370:0,"['516150', '512690', '562800', '515210', '159851', '515220', '515170', '159732', '512400', '516520']"
2022-03-29,True,9,3,513100,513100.XSHG,513100.XSHG:0.7007:1.7337:0.4041:0.9740:0|159980.XSHE:0.3885:1.0175:0.3818:1.7200:0|513030.XSHG:0.0047:0.4967:0.0095:1.0370:0,"['513100', '159980', '513030']"
2024-11-25,True,17,5,159518,159518.XSHE,159518.XSHE:2.5625:3.2292:0.7936:1.0510:0|159529.XSHE:2.2954:2.7286:0.8413:1.3050:0|513500.XSHG:1.0848:1.4397:0.7535:2.1690:0|513400.XSHG:0.6879:1.0862:0.6333:1.1710:0|513100.XSHG:0.4349:0.7389:0.5887:1.5340:0,"['159518', '159529', '513500', '513400', '513100']"
2025-07-22,False,111,86,516150,516150.XSHG,516150.XSHG:4.3918:5.4768:0.8019:1.3600:0|515210.XSHG:3.9306:4.3425:0.9051:1.4070:0|562800.XSHG:3.3494:3.8981:0.8592:0.6150:0|515790.XSHG:3.3237:3.6565:0.9090:0.7430:0|159949.XSHE:2.9899:3.1944:0.9360:1.0440:0|159509.XSHE:2.7419:2.9037:0.9443:1.7590:0|516510.XSHG:2.6727:3.2596:0.8200:1.2660:0|560860.XSHG:2.4976:3.0064:0.8308:1.0000:0|515120.XSHG:2.4832:2.9219:0.8499:0.6600:0|159992.XSHE:2.4328:2.8619:0.8501:0.8810:0,"['516150', '515210', '562800', '515790', '159949', '159509', '516510', '560860', '515120', '159992']"
2025-09-04,False,113,38,516160,516160.XSHG,516160.XSHG:4.8895:5.1061:0.9576:2.3740:0|515790.XSHG:4.8425:5.1055:0.9485:0.8640:0|515030.XSHG:4.4418:4.6599:0.9532:1.5050:0|516520.XSHG:3.8910:4.6844:0.8306:1.2090:0|512980.XSHG:2.4569:2.8553:0.8605:0.9720:0|512050.XSHG:2.2712:2.5696:0.8839:1.0910:0|159870.XSHE:2.1288:2.5466:0.8360:0.6620:0|510500.XSHG:2.0927:2.4856:0.8419:6.8310:0|510300.XSHG:1.9400:2.2029:0.8807:4.4630:0|562500.XSHG:1.8101:2.3063:0.7848:0.9800:0,"['516160', '515790', '515030', '516520', '512980', '512050', '159870', '510500', '510300', '562500']"
2025-09-09,False,113,46,516150,516150.XSHG,516150.XSHG:4.9237:6.8710:0.7166:1.6910:0|562800.XSHG:4.6751:5.5655:0.8400:0.7620:0|512480.XSHG:4.0629:6.6052:0.6151:1.2590:0|159732.XSHE:3.9763:5.1962:0.7652:1.0150:0|159967.XSHE:3.8535:4.7992:0.8029:0.5660:0|516510.XSHG:3.3042:5.3389:0.6189:1.5060:0|159870.XSHE:2.3995:2.8120:0.8533:0.7060:0|588220.XSHG:2.3791:3.2305:0.7364:1.2770:0|516520.XSHG:2.3071:3.1167:0.7402:1.2590:0|159667.XSHE:2.2732:2.8982:0.7843:1.4270:0,"['516150', '562800', '512480', '159732', '159967', '516510', '159870', '588220', '516520', '159667']"
2025-11-14,False,114,32,516160,516160.XSHG,516160.XSHG:2.9452:3.7700:0.7812:3.0960:0|159766.XSHE:2.9445:3.4986:0.8416:0.8010:0|159326.XSHE:2.5051:3.5758:0.7006:1.5040:0|513310.XSHG:2.0516:3.1589:0.6495:2.5950:0|513290.XSHG:1.8840:2.1805:0.8640:1.4750:0|159566.XSHE:1.6194:2.3318:0.6945:2.2160:0|159870.XSHE:1.5716:2.6416:0.5950:0.7840:0|513190.XSHG:1.5454:1.7516:0.8823:1.8450:0|561360.XSHG:1.3303:1.5120:0.8798:1.2130:0|513920.XSHG:1.1638:1.2933:0.8998:1.7130:0,"['516160', '159766', '159326', '513310', '513290', '159566', '159870', '513190', '561360', '513920']"
2026-07-02,False,114,10,159667,159667.XSHE,159667.XSHE:4.9832:6.3388:0.7862:0.9000:0|513290.XSHG:3.0654:4.5367:0.6757:1.6440:0|512880.XSHG:2.8015:3.7138:0.7543:1.1550:0|513520.XSHG:1.5339:2.4893:0.6162:2.4270:0|510500.XSHG:1.2811:2.1016:0.6096:9.0100:0|562800.XSHG:1.2330:2.4821:0.4968:1.1550:0|159870.XSHE:0.9209:1.6060:0.5734:0.8910:0|512070.XSHG:0.7621:1.2186:0.6253:0.8070:0|512100.XSHG:0.6026:1.1598:0.5195:3.5630:0|513400.XSHG:0.2303:0.4613:0.4992:1.3010:0,"['159667', '513290', '512880', '513520', '510500', '562800', '159870', '512070', '512100', '513400']"
