date,ths_time,ths_target,ths_top10,jq_time,jq_target,jq_top10,target_match,top10_overlap,top1_match
2020-01-16,13:10:00,512400,"['512400', '512980', '512480', '512100', '159949', '159915', '513100', '510500', '159928', '512670']",13:10:00,512400,"['512400', '512980', '512480', '512100', '159949', '159915', '513100', '510500', '159928', '512670']",True,10,True
2020-01-17,13:10:00,512400,"['512400', '512980', '512480', '159949', '159915', '512100', '513100', '510500', '159928', '159967']",13:10:00,512400,"['512400', '512980', '512480', '159949', '159915', '512100', '513100', '510500', '159928', '159967']",True,10,True
2020-01-20,13:10:00,512480,"['512480', '512400', '512980', '159915', '159949', '513100', '512100', '515050', '510500', '159967']",13:10:00,512480,"['512480', '512400', '512980', '159915', '159949', '513100', '512100', '515050', '510500', '159967']",True,10,True
2020-01-21,13:10:00,159915,"['159915', '512980', '159949', '512400', '515050', '159967', '513100', '512100', '515880', '510500']",13:10:00,159915,"['159915', '512980', '159949', '512400', '515050', '159967', '513100', '512100', '515880', '510500']",True,10,True
2020-01-22,13:10:00,515050,"['515050', '159915', '159949', '159967', '513100', '515880', '512980', '512170', '512100', '512400']",13:10:00,515050,"['515050', '159915', '159949', '159967', '513100', '515880', '512980', '512170', '512100', '512400']",True,10,True
2020-01-23,13:10:00,159949,"['159949', '159915', '513100', '512170', '512100', '512980', '512670', '512010', '510500', '512660']",13:10:00,159949,"['159949', '159915', '513100', '512170', '512100', '512980', '512670', '512010', '510500', '512660']",True,10,True
2020-02-03,13:10:00,518880,['518880'],13:10:00,518880,['518880'],True,1,True
2020-02-04,13:10:00,518880,['518880'],13:10:00,518880,['518880'],True,1,True
2020-02-05,13:10:00,518880,"['518880', '513500']",13:10:00,518880,"['518880', '513500']",True,2,True
2020-02-06,13:10:00,513100,"['513100', '513500']",13:10:00,513100,"['513100', '513500']",True,2,True
2020-02-07,13:10:00,513100,"['513100', '518880', '513500']",13:10:00,513100,"['513100', '518880', '513500']",True,3,True
2020-02-10,13:10:00,513100,"['513100', '513500', '518880']",13:10:00,513100,"['513100', '513500', '518880']",True,3,True
2020-02-11,13:10:00,513100,"['513100', '513500', '518880']",13:10:00,513100,"['513100', '512170', '159949', '159915', '159967', '513500']",True,2,True
2020-02-12,13:10:00,513100,"['513100', '512170', '159949', '159915', '159967', '513500']",13:10:00,513100,"['513100', '512170', '159949', '159915', '159967', '513500']",True,6,True
2020-02-13,13:10:00,512170,"['512170', '159949', '159915', '159967', '513500']",13:10:00,512170,"['512170', '159949', '159915', '159967', '513500']",True,5,True
2020-02-14,13:10:00,512170,"['512170', '159949', '159915', '159967', '513500']",13:10:00,512170,"['512170', '159949', '159915', '159967', '513500']",True,5,True
2020-02-17,13:10:00,512170,"['512170', '159949', '159915', '159967']",13:10:00,512170,"['512170', '159949', '159915', '159967']",True,4,True
2020-02-18,13:10:00,512170,"['512170', '159949', '159915', '159967']",13:10:00,512170,"['512170', '159949', '159915', '159967']",True,4,True
2020-02-19,13:10:00,512170,"['512170', '159949', '159915', '159967', '513500', '518880']",13:10:00,512170,"['512170', '159949', '159915', '159967', '513500', '518880']",True,6,True
2020-02-20,13:10:00,159949,"['159949', '512170', '159915', '159967', '515050', '513500', '518880']",13:10:00,159949,"['159949', '512170', '159915', '159967', '515050', '513500', '518880']",True,7,True
2020-02-21,13:10:00,159949,"['159949', '513100', '512170', '159915', '159967', '515050', '513500', '518880']",13:10:00,159949,"['159949', '513100', '512170', '159915', '159967', '515050', '513500', '518880']",True,8,True
2020-02-24,13:10:00,159915,"['159915', '512170', '159967', '515050', '512670', '518880', '513500']",13:10:00,159915,"['159915', '512170', '159967', '515050', '512670', '518880', '513500']",True,7,True
2020-02-25,13:10:00,159915,"['159915', '512170', '159967', '512670', '512660', '518880', '161226']",13:10:00,159915,"['159915', '512170', '159967', '512670', '512660', '518880', '161226']",True,7,True
2020-02-26,13:10:00,159967,"['159967', '512670', '512170', '512660', '518880', '161226']",13:10:00,159967,"['159967', '512670', '512170', '512660', '518880', '161226']",True,6,True
2020-02-27,13:10:00,512670,"['512670', '512660', '512710', '518880', '161226']",13:10:00,512670,"['512670', '512660', '512710', '518880', '161226']",True,5,True
2020-02-28,13:10:00,518880,"['518880', '161226']",13:10:00,518880,"['518880', '161226']",True,2,True
2020-03-02,13:10:00,511880,[],13:10:00,511880,[],True,0,True
2020-03-03,13:10:00,159985,['159985'],13:10:00,159985,['159985'],True,1,True
2020-03-04,13:10:00,159985,['159985'],13:10:00,159985,['159985'],True,1,True
2020-03-05,13:10:00,159985,['159985'],13:10:00,159985,['159985'],True,1,True
2020-03-06,13:10:00,515050,"['515050', '512670', '512170', '512100', '512660', '159967', '512710', '512200', '159915', '159928']",13:10:00,515050,"['515050', '512670', '512170', '512100', '512660', '159967', '512710', '512200', '159915', '159928']",True,10,True
2020-03-09,13:10:00,512170,"['512170', '512200', '159928', '512890', '510300', '510880', '518880']",13:10:00,512170,"['512170', '512200', '159928', '510300', '510880', '518880']",True,6,True
2020-03-10,13:10:00,511880,[],13:10:00,511880,[],True,0,True
2020-03-11,13:10:00,518880,['518880'],13:10:00,518880,['518880'],True,1,True
2020-03-12,13:10:00,511880,[],13:10:00,511880,[],True,0,True
2020-03-13,13:10:00,511880,[],13:10:00,511880,[],True,0,True
2020-03-16,13:10:00,159985,['159985'],13:10:00,159985,['159985'],True,1,True
2020-03-17,13:10:00,159985,['159985'],13:10:00,159985,['159985'],True,1,True
2020-03-18,13:10:00,159985,['159985'],13:10:00,159985,['159985'],True,1,True
2020-03-19,13:10:00,511880,[],13:10:00,511880,[],True,0,True
2020-03-20,13:10:00,159985,['159985'],13:10:00,159985,['159985'],True,1,True
2020-03-23,13:10:00,159985,['159985'],13:10:00,159985,['159985'],True,1,True
2020-03-24,13:10:00,159985,['159985'],13:10:00,159985,['159985'],True,1,True
2020-03-25,13:10:00,159985,['159985'],13:10:00,159985,['159985'],True,1,True
2020-03-26,13:10:00,159985,['159985'],13:10:00,159985,['159985'],True,1,True
2020-03-27,13:10:00,159985,['159985'],13:10:00,159985,['159985'],True,1,True
2020-03-30,13:10:00,159985,['159985'],13:10:00,159985,['159985'],True,1,True
2020-03-31,13:10:00,159985,['159985'],13:10:00,159985,['159985'],True,1,True
2020-04-01,13:10:00,159985,['159985'],13:10:00,511880,[],False,0,False
2020-04-02,13:10:00,159985,['159985'],13:10:00,511880,[],False,0,False
2020-04-03,13:10:00,159985,['159985'],13:10:00,159985,['159985'],True,1,True
2020-04-07,13:10:00,511880,[],13:10:00,511880,[],True,0,True
2020-04-08,13:10:00,511880,[],13:10:00,511880,[],True,0,True
2020-04-09,13:10:00,511880,[],13:10:00,511880,[],True,0,True
2020-04-10,13:10:00,511880,[],13:10:00,511880,[],True,0,True
2020-04-13,13:10:00,511880,[],13:10:00,511880,[],True,0,True
2020-04-14,13:10:00,512010,['512010'],13:10:00,512010,['512010'],True,1,True
2020-04-15,13:10:00,512010,"['512010', '159928', '518880']",13:10:00,512010,"['512010', '159928', '518880']",True,3,True
2020-04-16,13:10:00,512010,"['512010', '159928', '512170', '518880']",13:10:00,512010,"['512010', '159928', '512170', '518880']",True,4,True
2020-04-17,13:10:00,512010,"['512010', '512170', '159928', '513520', '512690', '518880', '159967', '510900', '513500', '501018']",13:10:00,512010,"['512010', '512170', '159928', '513520', '512690', '518880', '159967', '510900', '513500', '501018']",True,10,True
2020-04-20,13:10:00,512010,"['512010', '512170', '513520', '159928', '513030', '512690', '159967', '518880', '513500', '510900']",13:10:00,512010,"['512010', '512170', '513520', '159928', '513030', '512690', '159967', '518880', '513500', '510900']",True,10,True
2020-04-21,13:10:00,512170,"['512170', '513520', '512010', '513030', '159928', '512690', '159967', '513500', '518880', '161226']",13:10:00,512170,"['512170', '513520', '512010', '513030', '159928', '512690', '159967', '513500', '518880', '161226']",True,10,True
2020-04-22,13:10:00,512170,"['512170', '512010', '513030', '513520', '159928', '512690', '159967', '513500', '159949', '518880']",13:10:00,512170,"['512170', '512010', '513030', '513520', '159928', '512690', '159967', '513500', '159949', '518880']",True,10,True
2020-04-23,13:10:00,512170,"['512170', '512010', '513030', '512690', '159928', '159967', '513520', '513500', '159949', '159915']",13:10:00,512170,"['512170', '512010', '513030', '512690', '159928', '159967', '513520', '513500', '159949', '159915']",True,10,True
2020-04-24,13:10:00,512170,"['512170', '512690', '159928', '512010', '159967', '513030', '513520', '159949', '513500', '513100']",13:10:00,512170,"['512170', '512690', '159928', '512010', '159967', '513030', '513520', '159949', '513500', '513100']",True,10,True
2020-04-27,13:10:00,513100,"['513100', '513500', '513520', '159980', '161226', '518880']",13:10:00,513100,"['513100', '513500', '513520', '159980', '161226', '518880']",True,6,True
2020-04-28,13:10:00,513100,"['513100', '513500', '513520', '159980', '513030']",13:10:00,513100,"['513100', '513500', '513520', '159980', '513030']",True,5,True
2020-04-29,13:10:00,513100,"['513100', '513500', '513520', '159980', '513030', '518880']",13:10:00,513100,"['513100', '512170', '512690', '159928', '159967', '512010', '159949', '513500', '513520', '159980']",True,4,True
2020-04-30,13:10:00,513500,"['513500', '513520', '513030', '159980', '518880']",13:10:00,512690,"['512690', '159967', '512170', '513500', '159928', '159949', '513520', '512010', '159915', '513030']",False,3,False
2020-05-06,13:10:00,512690,"['512690', '159967', '159949', '513500', '512170', '159928', '513520', '159915', '513030', '159980']",13:10:00,512690,"['512690', '159967', '159949', '513500', '512170', '159928', '513520', '159915', '513030', '159980']",True,10,True
2020-05-07,13:10:00,512690,"['512690', '159967', '159949', '513500', '512170', '159915', '159928', '513520', '512010', '159980']",13:10:00,512690,"['512690', '159967', '159949', '513500', '512170', '159915', '159928', '513520', '512010', '159980']",True,10,True
2020-05-08,13:10:00,512690,"['512690', '159967', '159949', '159915', '513500', '512170', '159928', '513520', '515050', '512010']",13:10:00,512690,"['512690', '159967', '159949', '159915', '513500', '512170', '159928', '513520', '515050', '512010']",True,10,True
2020-05-11,13:10:00,512690,"['512690', '159967', '159949', '159915', '513520', '513500', '515050', '159995', '512170', '159928']",13:10:00,512690,"['512690', '159967', '159949', '159915', '513520', '513500', '515050', '159995', '512170', '159928']",True,10,True
2020-05-12,13:10:00,512690,"['512690', '159967', '159949', '513520', '515050', '159915', '513500', '159995', '159928', '512480']",13:10:00,512690,"['512690', '159967', '159949', '513520', '515050', '159915', '513500', '159995', '159928', '512480']",True,10,True
2020-05-13,13:10:00,512690,"['512690', '159967', '159949', '159995', '515050', '512480', '159915', '513520', '512170', '159928']",13:10:00,512690,"['512690', '159967', '159949', '159995', '515050', '512480', '159915', '513520', '512170', '159928']",True,10,True
2020-05-14,13:10:00,512690,"['512690', '159995', '159967', '512480', '515050', '159949', '159915', '512170', '513520', '515030']",13:10:00,512690,"['512690', '159995', '159967', '512480', '515050', '159949', '159915', '512170', '513520', '515030']",True,10,True
2020-05-15,13:10:00,159995,"['159995', '513100', '512480', '512690', '515050', '159967', '159949', '159915', '515030', '512170']",13:10:00,159995,"['159995', '513100', '512480', '512690', '515050', '159967', '159949', '159915', '515030', '512170']",True,10,True
2020-05-18,13:10:00,512480,"['512480', '512690', '513100', '159967', '159949', '159915', '515030', '512170', '512670', '512710']",13:10:00,512480,"['512480', '512690', '513100', '159967', '159949', '159915', '515030', '512170', '512670', '512710']",True,10,True
2020-05-19,13:10:00,512690,"['512690', '513100', '159967', '159949', '159915', '515030', '512170', '159928', '512660', '513520']",13:10:00,513100,"['513100', '513520', '518880', '159980', '161226', '513500', '513030']",False,2,False
2020-05-20,13:10:00,512690,"['512690', '513100', '512670', '515030', '159949', '159915', '512170', '512710', '159928', '512660']",13:10:00,512690,"['512690', '159967', '513100', '512670', '515030', '159949', '159915', '512170', '512710', '159928']",True,9,True
2020-05-21,13:10:00,513100,"['513100', '161226', '513520', '518880', '159980', '513500', '513030']",13:10:00,513100,"['513100', '161226', '513520', '518880', '159980', '513500', '513030']",True,7,True
2020-05-22,13:10:00,161226,"['161226', '513520', '518880', '513500', '513030']",13:10:00,161226,"['161226', '513520', '518880', '513500', '513030']",True,5,True
2020-05-25,13:10:00,161226,"['161226', '513520', '518880', '159980', '513500', '513030']",13:10:00,161226,"['161226', '513520', '518880', '159980', '513500', '513030']",True,6,True
2020-05-26,13:10:00,161226,"['161226', '513520', '518880', '513030', '513500', '159980']",13:10:00,161226,"['161226', '513520', '518880', '513030', '513500', '159980']",True,6,True
2020-05-27,13:10:00,161226,"['161226', '513520', '513030', '513100', '513500', '159980', '159985']",13:10:00,161226,"['161226', '513520', '513030', '513100', '513500', '159980', '159985']",True,7,True
2020-05-28,13:10:00,161226,"['161226', '513520', '513030', '513500', '513100', '159980', '159985']",13:10:00,161226,"['161226', '513520', '513030', '513500', '513100', '159980', '159985']",True,7,True
2020-05-29,13:10:00,161226,"['161226', '513520', '513030', '513500', '159980', '513100', '159985']",13:10:00,161226,"['161226', '513520', '513030', '513500', '159980', '513100', '159985']",True,7,True
2020-06-01,13:10:00,161226,"['161226', '513520', '513030', '513500', '518880', '159980', '513100', '159985']",13:10:00,161226,"['161226', '513520', '513030', '513500', '518880', '159980', '513100', '159985']",True,8,True
2020-06-02,13:10:00,512690,"['512690', '513030', '513520', '513500', '159981', '512170', '515030', '518880', '159980', '159967']",13:10:00,512690,"['512690', '513030', '513520', '513500', '159981', '512170', '515030', '518880', '159980', '159967']",True,10,True
2020-06-03,13:10:00,513030,"['513030', '513520', '512690', '513500', '159981', '512170', '515030', '518880', '159980', '159967']",13:10:00,513030,"['513030', '513520', '512690', '513500', '159981', '512170', '515030', '518880', '159980', '159967']",True,10,True
2020-06-04,13:10:00,161226,"['161226', '513030', '512690', '513520', '513500', '515030', '159981', '512170', '159980', '518880']",13:10:00,161226,"['161226', '513030', '512690', '513520', '513500', '515030', '159981', '512170', '159980', '518880']",True,10,True
2020-06-05,13:10:00,161226,"['161226', '513520', '512690', '513500', '515030', '512170', '159981', '159980', '159985', '159992']",13:10:00,161226,"['161226', '513520', '512690', '513500', '515030', '512170', '159981', '159980', '159985', '159992']",True,10,True
2020-06-08,13:10:00,513520,"['513520', '161226', '512690', '513500', '515030', '159981', '512170', '159980', '159985', '159928']",13:10:00,513520,"['513520', '161226', '512690', '513500', '515030', '159981', '512170', '159980', '159985', '159928']",True,10,True
2020-06-09,13:10:00,513520,"['513520', '512690', '161226', '513500', '515030', '159980', '159981', '512170', '159985', '159928']",13:10:00,513520,"['513520', '512690', '161226', '513500', '515030', '159980', '159981', '512170', '159985', '159928']",True,10,True
2020-06-10,13:10:00,513520,"['513520', '512690', '513500', '161226', '515030', '159980', '159981', '512170', '159928', '159985']",13:10:00,513520,"['513520', '512690', '513500', '161226', '515030', '159980', '159981', '512170', '159928', '159985']",True,10,True
2020-06-11,13:10:00,513520,"['513520', '512690', '513500', '515030', '161226', '159980', '513090', '512170', '159981', '159992']",13:10:00,513520,"['513520', '512690', '513500', '515030', '161226', '159980', '513090', '512170', '159981', '159992']",True,10,True
2020-06-12,13:10:00,513520,"['513520', '512690', '515030', '513500', '161226', '159980', '513090', '512170', '159992', '512010']",13:10:00,513520,"['513520', '512690', '515030', '513500', '161226', '159980', '513090', '512170', '159992', '512010']",True,10,True
2020-06-15,13:10:00,512690,"['512690', '513520', '515030', '159980', '512170', '159949', '159992', '513090', '512010', '159967']",13:10:00,512690,"['512690', '513520', '515030', '159980', '512170', '159949', '159992', '513090', '512010', '159967']",True,10,True
2020-06-16,13:10:00,513030,"['513030', '515030', '512690', '513520', '512170', '159949', '159980', '159992', '512980', '512010']",13:10:00,513030,"['513030', '515030', '512690', '513520', '512170', '159949', '159980', '159992', '512980', '512010']",True,10,True
2020-06-17,13:10:00,513030,"['513030', '515030', '512690', '513520', '512170', '159949', '159992', '512980', '512010', '159980']",13:10:00,513030,"['513030', '515030', '512690', '513520', '512170', '159949', '159992', '512980', '512010', '159980']",True,10,True
2020-06-18,13:10:00,513030,"['513030', '515030', '159949', '512980', '159992', '512010', '513520', '512690', '159915', '159967']",13:10:00,513030,"['513030', '515030', '159949', '512980', '159992', '512010', '513520', '512690', '159915', '159967']",True,10,True
2020-06-19,13:10:00,515030,"['515030', '513030', '512170', '159949', '512980', '512010', '159992', '159915', '159967', '512690']",13:10:00,515030,"['515030', '513030', '512170', '159949', '512980', '512010', '159992', '159915', '159967', '512690']",True,10,True
2020-06-22,13:10:00,515030,"['515030', '159949', '512170', '512010', '159992', '159915', '512980', '159967', '513030', '515050']",13:10:00,515030,"['515030', '159949', '512170', '512010', '159992', '159915', '512980', '159967', '513030', '515050']",True,10,True
2020-06-23,13:10:00,159949,"['159949', '512170', '515030', '512010', '159992', '159915', '159967', '512980', '515050', '513090']",13:10:00,159949,"['159949', '512170', '515030', '512010', '159992', '159915', '159967', '512980', '515050', '513090']",True,10,True
2020-06-24,13:10:00,159949,"['159949', '512170', '512010', '515030', '159992', '159915', '159967', '515050', '512980', '513090']",13:10:00,159949,"['159949', '512170', '512010', '515030', '159992', '159915', '159967', '515050', '512980', '513090']",True,10,True
2020-06-29,13:10:00,512010,"['512010', '159992', '159967', '159915', '515030', '515050', '512980', '513090', '512690', '159998']",13:10:00,512010,"['512010', '159992', '159967', '159915', '515030', '515050', '512980', '513090', '512690', '159998']",True,10,True
2020-06-30,13:10:00,159967,"['159967', '159915', '515050', '515030', '512980', '512690', '159998', '510500', '512100', '159928']",13:10:00,159967,"['159967', '159915', '515050', '515030', '512980', '512690', '159998', '510500', '512100', '159928']",True,10,True
2020-07-01,13:10:00,159967,"['159967', '159915', '515050', '515030', '512980', '512690', '159998', '159928', '515980', '510500']",13:10:00,159967,"['159967', '159915', '515050', '515030', '512980', '512690', '159998', '159928', '515980', '510500']",True,10,True
2020-07-02,13:10:00,159915,"['159915', '159967', '515050', '512690', '515030', '512980', '512880', '159998', '159928', '513090']",13:10:00,159915,"['159915', '159967', '515050', '512690', '515030', '512980', '512880', '159998', '159928', '513090']",True,10,True
2020-07-03,13:10:00,515050,"['515050', '159967', '512690', '512880', '515030', '513090', '159998', '159928', '512980', '512480']",13:10:00,515050,"['515050', '159967', '512690', '512880', '515030', '513090', '159998', '159928', '512980', '512480']",True,10,True
2020-07-06,13:10:00,512690,"['512690', '159967', '515030', '159995', '512480', '159928', '159998', '512070', '512980', '515980']",13:10:00,512690,"['512690', '159967', '515030', '159995', '512480', '159928', '159998', '512070', '512980', '515980']",True,10,True
2020-07-07,13:10:00,159928,"['159928', '159998', '515030', '512200', '510300', '515980', '512980', '510500', '512400', '515880']",13:10:00,159928,"['159928', '159998', '515030', '512200', '510300', '515980', '512980', '510500', '512400', '515880']",True,10,True
2020-07-08,13:10:00,515030,"['515030', '510300', '515980', '512400', '512980', '510500', '512100', '515880', '512710', '512890']",13:10:00,515030,"['515030', '510300', '515980', '512400', '512980', '510500', '512100', '515880', '512710', '512890']",True,10,True
2020-07-09,13:10:00,512710,"['512710', '510500', '512670', '512980', '512100', '515880', '512660', '512890', '515210', '512800']",13:10:00,512710,"['512710', '510500', '512670', '512980', '512100', '515880', '512660', '512890', '515210', '512800']",True,10,True
2020-07-10,13:10:00,512890,"['512890', '512800', '510880', '159980', '511380', '510900', '518880', '159985', '159981']",13:10:00,512890,"['512890', '512800', '510880', '159980', '511380', '510900', '518880', '159985', '159981']",True,9,True
2020-07-13,13:10:00,512890,"['512890', '510880', '159980', '511380', '510900', '518880', '161226', '159985', '159981']",13:10:00,512890,"['512890', '510880', '159980', '511380', '510900', '518880', '161226', '159985', '159981']",True,9,True
2020-07-14,13:10:00,510880,"['510880', '159980', '511380', '510900', '161226', '518880', '159985', '159981']",13:10:00,510880,"['510880', '159980', '511380', '510900', '161226', '518880', '159985', '159981']",True,8,True
2020-07-15,13:10:00,510880,"['510880', '512800', '159980', '511380', '510900', '161226', '518880', '159985', '159981', '513100']",13:10:00,510880,"['510880', '512800', '159980', '511380', '510900', '161226', '518880', '159985', '159981', '513100']",True,10,True
2020-07-16,13:10:00,510880,"['510880', '512800', '159980', '511380', '161226', '510900', '159981', '518880', '159985', '513100']",13:10:00,510880,"['510880', '512800', '159980', '511380', '161226', '510900', '159981', '518880', '159985', '513100']",True,10,True
2020-07-17,13:10:00,161226,"['161226', '513030', '513500']",13:10:00,159980,"['159980', '161226', '513030', '513500']",False,3,False
2020-07-20,13:10:00,161226,"['161226', '513030', '159985', '513500']",13:10:00,161226,"['161226', '513030', '159985', '513500']",True,4,True
2020-07-21,13:10:00,161226,"['161226', '159980', '513030', '159985', '513100', '513500', '518880', '513520']",13:10:00,161226,"['161226', '159980', '513030', '159985', '513100', '513500', '518880', '513520']",True,8,True
2020-07-22,13:10:00,161226,"['161226', '159980', '513030', '159985', '513100', '513500', '518880', '513520']",13:10:00,161226,"['161226', '159980', '513030', '159985', '513100', '513500', '518880', '513520']",True,8,True
2020-07-23,13:10:00,161226,"['161226', '159980', '513030', '159985', '513100', '513500', '518880']",13:10:00,513090,"['513090', '512170', '512100', '159995', '512890', '510300', '510500', '515220', '512480', '161226']",False,1,False
2020-07-24,13:10:00,161226,"['161226', '512890', '515220', '512200', '513030', '510880', '159980', '159985', '511380', '518880']",13:10:00,161226,"['161226', '512890', '515220', '512200', '513030', '510880', '159980', '159985', '511380', '518880']",True,10,True
2020-07-27,13:10:00,513030,"['513030', '159980', '159985', '518880', '513500', '513520']",13:10:00,513030,"['513030', '159980', '159985', '518880', '513500', '513520']",True,6,True
2020-07-28,13:10:00,513030,"['513030', '159980', '518880', '159985', '513500', '513520']",13:10:00,513030,"['513030', '159980', '518880', '159985', '513500', '513520']",True,6,True
2020-07-29,13:10:00,159980,"['159980', '518880', '159985', '513520']",13:10:00,159980,"['159980', '518880', '159985', '513520']",True,4,True
2020-07-30,13:10:00,512010,"['512010', '159967', '512400', '159928', '159949', '512170', '513030', '518880', '159980', '159915']",13:10:00,512010,"['512010', '159967', '512400', '159928', '159949', '512170', '513030', '518880', '159980', '159915']",True,10,True
2020-07-31,13:10:00,512010,"['512010', '159967', '159928', '512400', '159949', '512170', '513030', '518880', '159980', '159915']",13:10:00,512010,"['512010', '159967', '159928', '512400', '159949', '512170', '513030', '518880', '159980', '159915']",True,10,True
2020-08-03,13:10:00,512010,"['512010', '159967', '159949', '159928', '512400', '518880', '512170', '513030', '159980', '159915']",13:10:00,512010,"['512010', '159967', '159949', '159928', '512400', '518880', '512170', '513030', '159980', '159915']",True,10,True
2020-08-04,13:10:00,512010,"['512010', '159967', '159949', '518880', '159928', '512170', '512400', '513030', '159980', '512100']",13:10:00,512010,"['512010', '159967', '159949', '518880', '159928', '512170', '512400', '513030', '159980', '512100']",True,10,True
2020-08-05,13:10:00,512010,"['512010', '159967', '518880', '159949', '512170', '159928', '512400', '159980', '512100', '513030']",13:10:00,512010,"['512010', '159967', '518880', '159949', '512170', '159928', '512400', '159980', '512100', '513030']",True,10,True
2020-08-06,13:10:00,512010,"['512010', '159967', '518880', '512170', '159949', '512400', '159928', '159980', '513500', '513030']",13:10:00,512010,"['512010', '159967', '518880', '512170', '159949', '512400', '159928', '159980', '513500', '513030']",True,10,True
2020-08-07,13:10:00,518880,"['518880', '512400', '513500', '159928', '513030', '513100']",13:10:00,518880,"['518880', '512400', '159980', '513500', '159928', '513030', '513100']",True,6,True
2020-08-10,13:10:00,159992,"['159992', '518880', '512010', '513500', '159967', '512170', '159928', '513030', '513100']",13:10:00,159992,"['159992', '518880', '512010', '513500', '159967', '159980', '512170', '159928', '513030', '513100']",True,9,True
2020-08-11,13:10:00,159992,"['159992', '518880', '512010', '513500', '512400', '513030', '513100']",13:10:00,159992,"['159992', '518880', '512010', '513500', '512400', '159980', '513030', '513100']",True,7,True
2020-08-12,13:10:00,513500,"['513500', '513030', '513520']",13:10:00,513500,"['513500', '513030', '513520']",True,3,True
2020-08-13,13:10:00,513500,"['513500', '513100', '513030', '513520']",13:10:00,513500,"['513500', '513100', '513030', '513520']",True,4,True
2020-08-14,13:10:00,513500,"['513500', '513100', '513030', '513520']",13:10:00,513500,"['513500', '513100', '513030', '513520']",True,4,True
2020-08-17,13:10:00,513500,"['513500', '513100', '513030', '159980', '513520']",13:10:00,513500,"['513500', '513100', '513030', '159980', '513520']",True,5,True
2020-08-18,13:10:00,513500,"['513500', '513100', '159980', '513030', '518880', '513520']",13:10:00,513500,"['513500', '513100', '510880', '159980', '513030']",True,4,True
2020-08-19,13:10:00,513500,"['513500', '513100', '159980', '513030', '518880', '513520']",13:10:00,513500,"['513500', '513100', '510880', '512100', '159928', '515210', '159980', '511380', '513030']",True,4,True
2020-08-20,13:10:00,513100,"['513100', '159980']",13:10:00,513100,"['513100', '159980']",True,2,True
2020-08-21,13:10:00,513100,"['513100', '513500', '159980', '513520', '513030']",13:10:00,513100,"['513100', '513500', '159980', '513520', '513030']",True,5,True
2020-08-24,13:10:00,513100,"['513100', '513500', '159980', '513520']",13:10:00,513100,"['513100', '513500', '159980', '513520']",True,4,True
2020-08-25,13:10:00,513100,"['513100', '512890', '510880', '513500', '159928', '515210', '159980', '512200', '512800', '159981']",13:10:00,513100,"['513100', '512890', '510880', '513500', '159928', '515210', '159980', '512200', '512800', '159981']",True,10,True
2020-08-26,13:10:00,513100,"['513100', '513500', '512890', '510880', '159928', '515210', '159980', '512800', '512200', '513520']",13:10:00,513100,"['513100', '513500', '512890', '510880', '159928', '515210', '159980', '512800', '512200', '513520']",True,10,True
