date,time,weak,threshold,pool
2022-01-25,09:40:00,True,1067377.0,9
2022-01-26,09:40:00,True,1068764.0,9
2022-01-27,09:40:00,True,976854.0,9
2022-01-28,09:40:00,True,1037853.0,9
2022-02-07,09:40:00,True,1045657.0,9
2022-02-08,09:40:00,True,1040993.0,9
2022-02-09,09:40:00,True,1001596.0,9
2022-02-10,09:40:00,True,937587.0,9
2022-02-11,09:40:00,True,935428.0,9
2022-02-14,09:40:00,True,953303.0,9
2022-02-15,09:40:00,True,967168.0,9
2022-02-16,09:40:00,True,1016073.0,9
2022-02-17,09:40:00,False,943618.0,72
2022-02-18,09:40:00,False,923469.0,72
2022-02-21,09:40:00,False,818827.0,72
2022-02-22,09:40:00,False,824846.0,72
2022-02-23,09:40:00,False,845609.0,72
2022-02-24,09:40:00,False,949261.0,72
2022-02-25,09:40:00,True,1173960.0,9
2022-02-28,09:40:00,False,1203294.0,72
2022-03-01,09:40:00,False,1144520.0,72
2022-03-02,09:40:00,False,944150.0,72
2022-03-03,09:40:00,False,877576.0,72
2022-03-04,09:40:00,True,893630.0,9
2022-03-07,09:40:00,True,958478.0,9
2022-03-08,09:40:00,True,1114416.0,9
2022-03-09,09:40:00,True,1322941.0,9
2022-03-10,09:40:00,True,1550130.0,9
2022-03-11,09:40:00,True,1602512.0,9
2022-03-14,09:40:00,True,1538818.0,9
2022-03-15,09:40:00,True,1367876.0,9
2022-03-16,09:40:00,True,1482157.0,9
2022-03-17,09:40:00,True,1716814.0,9
2022-03-18,09:40:00,True,1819433.0,9
2022-03-21,09:40:00,False,1711707.0,72
2022-03-22,09:40:00,False,1435945.0,71
2022-03-23,09:40:00,False,1261623.0,72
2022-03-24,09:40:00,False,1175610.0,72
2022-03-25,09:40:00,False,1098907.0,72
2022-03-28,09:40:00,True,1141321.0,9
2022-03-29,09:40:00,True,1114805.0,9
2022-03-30,09:40:00,True,1093339.0,9
2022-03-31,09:40:00,False,1118692.0,71
2022-04-01,09:40:00,True,1035553.0,9
2022-04-06,09:40:00,True,1065131.0,9
2022-04-07,09:40:00,True,964784.0,9
2022-04-08,09:40:00,True,975340.0,9
2022-04-11,09:40:00,True,936137.0,9
2022-04-12,09:40:00,True,991152.0,9
2022-04-13,09:40:00,True,1103814.0,9
2022-04-14,09:40:00,True,1103497.0,9
2022-04-15,09:40:00,True,1087232.0,9
2022-04-18,09:40:00,True,960237.0,9
2022-04-19,09:40:00,True,931266.0,9
2022-04-20,09:40:00,True,842777.0,9
2022-04-21,09:40:00,True,866117.0,9
2022-04-22,09:40:00,True,975716.0,9
2022-04-25,09:40:00,True,1067040.0,9
2022-04-26,09:40:00,True,1234082.0,9
2022-04-27,09:40:00,True,1328964.0,9
2022-04-28,09:40:00,True,1539181.0,9
2022-04-29,09:40:00,True,1480791.0,9
2022-05-05,09:40:00,False,1538819.0,72
2022-05-06,09:40:00,False,1351763.0,72
2022-05-09,09:40:00,False,1285335.0,72
2022-05-10,09:40:00,False,977741.0,71
2022-05-11,09:40:00,False,997375.0,72
2022-05-12,09:40:00,False,1153428.0,72
2022-05-13,09:40:00,False,1264206.0,71
2022-05-16,09:40:00,False,1170444.0,71
2022-05-17,09:40:00,False,960090.0,71
2022-05-18,09:40:00,False,934617.0,72
2022-05-19,09:40:00,False,930610.0,73
2022-05-20,09:40:00,False,952800.0,72
2022-05-23,09:40:00,False,1007007.0,72
2022-05-24,09:40:00,False,999305.0,72
2022-05-25,09:40:00,True,1020716.0,9
2022-05-26,09:40:00,True,950866.0,9
2022-05-27,09:40:00,True,1002166.0,9
2022-05-30,09:40:00,True,994859.0,9
2022-05-31,09:40:00,False,990180.0,73
2022-06-01,09:40:00,False,1035085.0,73
2022-06-02,09:40:00,False,989828.0,72
2022-06-06,09:40:00,False,1003319.0,72
