trade_date,target_symbol,held_symbol,shares,cash,position_value,equity,value_before_rebalance
2021-03-05,511880,511880,13200,6026.0098273183685,1327180.8,1333206.8098273184,1333871.2313909344
2021-03-08,511880,511880,13200,6026.0098273183685,1327260.0,1333286.0098273184,1333286.0098273184
2021-03-09,511880,511880,13200,6026.0098273183685,1327273.2,1333299.2098273183,1333299.2098273183
2021-03-10,511880,511880,13200,6026.0098273183685,1327405.2000000002,1333431.2098273186,1333431.2098273186
2021-03-11,501018,501018,1783200,2591.8035419739317,1330267.2,1332859.003541974,1333523.6098273182
2021-03-12,501018,501018,1783200,2591.8035419739317,1340966.4,1343558.2035419738,1343558.2035419738
2021-03-15,501018,501018,1783200,2591.8035419739317,1355232.0,1357823.803541974,1357823.803541974
2021-03-16,501018,501018,1783200,2591.8035419739317,1333833.6,1336425.403541974,1336425.403541974
2021-03-17,501018,501018,1783200,2591.8035419739317,1340966.4,1343558.2035419738,1343558.2035419738
2021-03-18,501018,501018,1783200,2591.8035419739317,1332050.4,1334642.2035419738,1334642.2035419738
2021-03-19,515210,515210,835600,2434.7814178059343,1244208.4000000001,1246643.181417806,1247265.4035419738
2021-03-22,513030,513030,1062800,2394.649978238158,1251978.4,1254373.049978238,1254999.181417806
2021-03-23,159980,159980,979900,2414.9295815920923,1251332.2999999998,1253747.229581592,1254373.049978238
2021-03-24,511880,511880,12300,2505.120813906193,1237884.3,1240389.4208139062,1241008.5295815922
2021-03-25,511880,511880,12300,2505.120813906193,1237908.9,1240414.020813906,1240414.020813906
2021-03-26,511880,511880,12300,2505.120813906193,1238007.3,1240512.4208139062,1240512.4208139062
2021-03-29,513030,513030,1044400,2365.5931816261727,1237614.0,1239979.5931816262,1240598.520813906
2021-03-30,513030,513030,1044400,2365.5931816261727,1244924.8,1247290.3931816262,1247290.3931816262
2021-03-31,513030,513030,1044400,2365.5931816261727,1255368.8,1257734.3931816262,1257734.3931816262
2021-04-01,513030,513030,1044400,2365.5931816261727,1261635.2,1264000.7931816261,1264000.7931816261
2021-04-02,513030,513030,1044400,2365.5931816261727,1268946.0,1271311.5931816262,1271311.5931816262
2021-04-06,513030,513030,1044400,2365.5931816261727,1284612.0,1286977.5931816262,1286977.5931816262
2021-04-07,513030,513030,1044400,2365.5931816261727,1282523.2,1284888.7931816261,1284888.7931816261
2021-04-08,513090,513090,1016600,2506.085960650118,1289048.8,1291554.8859606502,1292199.5931816262
2021-04-09,513090,513090,1016600,2506.085960650118,1278882.8,1281388.8859606502,1281388.8859606502
2021-04-12,513030,513030,1000800,2468.038220490096,1261008.0,1263476.03822049,1264106.6859606502
2021-04-13,513030,513030,1000800,2468.038220490096,1237989.6,1240457.6382204902,1240457.6382204902
2021-04-14,513520,513520,947700,2405.5842417965177,1242434.7,1244840.2842417965,1245461.6382204902
2021-04-15,513030,513030,1002300,2424.6078048485797,1240847.4,1243272.0078048485,1243892.5842417965
2021-04-16,513030,513030,1002300,2424.6078048485797,1244856.6,1247281.2078048487,1247281.2078048487
2021-04-19,513030,513030,1002300,2424.6078048485797,1257886.5,1260311.1078048486,1260311.1078048486
2021-04-20,513030,513030,1002300,2424.6078048485797,1248865.8,1251290.4078048486,1251290.4078048486
2021-04-21,513030,513030,1002300,2424.6078048485797,1235835.9000000001,1238260.5078048487,1238260.5078048487
2021-04-22,515210,515210,787700,2452.4516907904763,1242202.9,1244655.3516907904,1245276.6078048486
2021-04-23,515210,515210,787700,2452.4516907904763,1264258.5,1266710.9516907905,1266710.9516907905
2021-04-26,515210,515210,787700,2452.4516907904763,1249292.2,1251744.6516907904,1251744.6516907904
2021-04-27,515210,515210,787700,2452.4516907904763,1241415.2,1243867.6516907904,1243867.6516907904
2021-04-28,159967,159967,1779900,2417.6637809944805,1249489.7999999998,1251907.4637809943,1252532.3516907904
2021-04-29,159967,159967,1779900,2417.6637809944805,1249489.7999999998,1251907.4637809943,1251907.4637809943
2021-04-30,159967,159967,1779900,2417.6637809944805,1269068.7,1271486.3637809944,1271486.3637809944
2021-05-06,159967,159967,1779900,2417.6637809944805,1229910.9,1232328.5637809944,1232328.5637809944
2021-05-07,159980,159980,838900,2306.8367846827023,1177815.5999999999,1180122.4367846826,1180711.4637809945
2021-05-10,159980,159980,838900,2306.8367846827023,1213888.3,1216195.1367846827,1216195.1367846827
2021-05-11,159980,159980,838900,2306.8367846827023,1185365.7,1187672.5367846827,1187672.5367846827
2021-05-12,161226,161226,1298800,2327.940258714836,1192298.4000000001,1194626.340258715,1195222.6367846827
2021-05-13,159980,159980,841500,2348.590684525203,1172209.5,1174558.0906845252,1175144.340258715
2021-05-14,159980,159980,841500,2348.590684525203,1157062.5,1159411.0906845252,1159411.0906845252
2021-05-17,515120,515120,991100,2250.9121942091733,1167515.8,1169766.7121942092,1170350.5906845252
2021-05-18,159992,159992,733800,2221.4147715934087,1149130.8,1151352.2147715935,1151926.9121942092
2021-05-19,159992,159992,733800,2221.4147715934087,1144728.0,1146949.4147715934,1146949.4147715934
2021-05-20,515120,515120,987800,2250.441454389598,1144860.2,1147110.6414543896,1147683.2147715935
2021-05-21,515120,515120,987800,2250.441454389598,1124116.4,1126366.8414543895,1126366.8414543895
2021-05-24,515120,515120,987800,2250.441454389598,1114238.4,1116488.8414543895,1116488.8414543895
2021-05-25,515120,515120,987800,2250.441454389598,1142884.6,1145135.0414543897,1145135.0414543897
2021-05-26,515120,515120,987800,2250.441454389598,1140909.0,1143159.4414543896,1143159.4414543896
2021-05-27,159967,159967,1534200,2238.1190868618432,1138376.4,1140614.5190868618,1141183.8414543897
2021-05-28,159967,159967,1534200,2238.1190868618432,1138376.4,1140614.5190868618,1140614.5190868618
2021-05-31,515170,515170,1170100,2227.6714984697755,1165419.6,1167647.2714984699,1168230.1190868618
2021-06-01,515030,515030,626200,2295.8544359696098,1174125.0,1176420.8544359696,1177008.0714984697
2021-06-02,515030,515030,626200,2295.8544359696098,1165358.2,1167654.0544359696,1167654.0544359696
2021-06-03,515030,515030,626200,2295.8544359696098,1160348.6,1162644.4544359697,1162644.4544359697
2021-06-04,501018,501018,1522400,2300.7294047374744,1193561.6,1195862.3294047376,1196459.2544359695
2021-06-07,515170,515170,1179300,2308.7281364635564,1189913.7,1192222.4281364635,1192817.5294047375
2021-06-08,501018,501018,1461400,2229.761118623195,1139892.0,1142121.7611186232,1142691.8281364634
2021-06-09,501018,501018,1461400,2229.761118623195,1166197.2,1168426.9611186231,1168426.9611186231
2021-06-10,501018,501018,1461400,2229.761118623195,1155967.4000000001,1158197.1611186233,1158197.1611186233
2021-06-11,159995,159995,870400,2348.4412163509987,1161113.6,1163462.041216351,1164042.7611186232
2021-06-15,501018,501018,1464100,2274.5465136228595,1177136.4000000001,1179410.946513623,1179999.641216351
2021-06-16,501018,501018,1464100,2274.5465136228595,1199097.9,1201372.4465136228,1201372.4465136228
2021-06-17,513030,513030,958700,2347.4389936449006,1195498.9000000001,1197846.338993645,1198444.2465136228
2021-06-18,501018,501018,1488700,2353.125854896847,1193937.4000000001,1196290.525854897,1196887.6389936449
2021-06-21,513520,513520,996400,2418.35786252073,1212618.8,1215037.1578625208,1215643.6258548968
2021-06-22,501018,501018,1499300,2395.153134098742,1239921.0999999999,1242316.2531340986,1242936.3578625207
2021-06-23,501018,501018,1499300,2395.153134098742,1247417.5999999999,1249812.7531340986,1249812.7531340986
2021-06-24,588080,588080,810500,2517.79379069875,1248170.0,1250687.7937906987,1251312.0531340986
2021-06-25,159851,159851,2146300,2478.573205727851,1274318.4162737206,1276796.9894794484,1277434.2937906987
2021-06-28,588080,588080,798800,2566.137372481171,1275683.6,1278249.7373724813,1278887.7498014725
2021-06-29,588080,588080,798800,2566.137372481171,1276482.4000000001,1279048.5373724813,1279048.5373724813
2021-06-30,515790,515790,959500,2562.1805984110106,1298203.5,1300765.680598411,1301414.937372481
2021-07-01,515790,515790,959500,2562.1805984110106,1255026.0,1257588.180598411,1257588.180598411
2021-07-02,516160,516160,353300,2704.4688301184215,1240830.1193158953,1243534.5881460137,1244155.180598411
2021-07-05,501018,501018,1490100,2426.9884685995057,1266585.0,1269011.9884685995,1269645.3774820298
2021-07-06,501018,501018,1490100,2426.9884685995057,1287446.4,1289873.3884685994,1289873.3884685994
2021-07-07,501018,501018,1490100,2426.9884685995057,1263604.8,1266031.7884685996,1266031.7884685996
2021-07-08,501018,501018,1490100,2426.9884685995057,1220391.9,1222818.8884685994,1222818.8884685994
2021-07-09,511880,511880,12200,10693.41278164764,1235347.5999999999,1246041.0127816475,1246660.4884685995
2021-07-12,159985,159985,966600,2409.996800695546,1243047.6,1245457.5968006956,1246077.6127816476
2021-07-13,516150,516150,1021300,2438.794628845295,1251092.5,1253531.2946288453,1254156.9968006955
2021-07-14,159967,159967,1453300,2375.2284715375863,1217865.4,1220240.6284715375,1220849.6946288454
2021-07-15,159967,159967,1453300,2375.2284715375863,1242571.5,1244946.7284715376,1244946.7284715376
2021-07-16,159967,159967,1453300,2375.2284715375863,1196065.9,1198441.1284715375,1198441.1284715375
2021-07-19,159980,159980,865700,2311.53187090368,1195531.7,1197843.2318709036,1198441.1284715375
2021-07-20,159985,159985,889400,2326.415144015802,1179344.4000000001,1181670.815144016,1182260.6318709038
2021-07-21,518880,518880,316800,2504.75097249588,1170576.0,1173080.7509724959,1173666.2151440158
2021-07-22,159870,159870,1065500,2234.5681245957967,1161395.0,1163629.5681245958,1164210.3509724957
2021-07-23,159870,159870,1065500,2234.5681245957967,1150740.0,1152974.5681245958,1152974.5681245958
2021-07-26,159980,159980,808600,2175.888814419741,1138508.8,1140684.6888144198,1141254.0681245958
2021-07-27,159980,159980,808600,2175.888814419741,1143360.4,1145536.2888144196,1145536.2888144196
2021-07-28,159980,159980,808600,2175.888814419741,1140934.6,1143110.4888144198,1143110.4888144198
2021-07-29,159980,159980,808600,2175.888814419741,1145786.2,1147962.0888144197,1147962.0888144197
2021-07-30,159980,159980,808600,2175.888814419741,1150637.8,1152813.6888144198,1152813.6888144198
2021-08-02,159980,159980,808600,2175.888814419741,1149020.6,1151196.4888144198,1151196.4888144198
2021-08-03,159995,159995,662800,2186.2400259636343,1127422.8,1129609.0400259637,1130172.8888144197
2021-08-04,512660,512660,919400,2344.4922589955386,1182348.4000000001,1184692.8922589957,1185284.2400259636
2021-08-05,512660,512660,919400,2344.4922589955386,1223721.4,1226065.8922589954,1226065.8922589954
2021-08-06,512660,512660,919400,2344.4922589955386,1233834.8,1236179.2922589956,1236179.2922589956
2021-08-09,512660,512660,919400,2344.4922589955386,1225560.2,1227904.6922589955,1227904.6922589955
2021-08-10,512660,512660,919400,2344.4922589955386,1273369.0,1275713.4922589955,1275713.4922589955
2021-08-11,159995,159995,737500,2538.3888984955847,1267025.0,1269563.3888984956,1270197.0922589956
2021-08-12,159995,159995,737500,2538.3888984955847,1273662.5,1276200.8888984956,1276200.8888984956
2021-08-13,515220,515220,1264500,2385.3949487658683,1219368.1941041346,1221753.5890529004,1222363.3888984956
2021-08-16,159980,159980,869100,2424.3542524094228,1219347.3,1221771.6542524095,1222381.482046775
2021-08-17,159980,159980,869100,2424.3542524094228,1226300.1,1228724.4542524095,1228724.4542524095
2021-08-18,513030,513030,968800,2344.1249524094164,1211000.0,1213344.1249524094,1213949.7542524093
2021-08-19,513030,513030,968800,2344.1249524094164,1192592.8,1194936.9249524095,1194936.9249524095
2021-08-20,511880,511880,11700,4971.940263749799,1187433.0,1192404.9402637498,1192999.3249524096
2021-08-23,511880,511880,11700,4971.940263749799,1187339.4,1192311.3402637497,1192311.3402637497
2021-08-24,513030,513030,952300,2317.717105295742,1189422.7000000002,1191740.417105296,1192334.7402637498
2021-08-25,512660,512660,856800,2384.184386207955,1184954.4,1187338.5843862079,1187931.2171052957
2021-08-26,515220,515220,1146500,2306.352304138476,1180158.0269908116,1182464.37929495,1183054.5843862079
2021-08-27,511880,511880,11600,6031.816055388888,1177550.8,1183582.616055389,1184172.2780315503
2021-08-30,513030,513030,947600,2364.453161196783,1180709.6,1183074.0531611969,1183663.816055389
2021-08-31,515210,515210,544800,2396.872127916664,1187664.0,1190060.8721279167,1190654.8531611967
2021-09-01,513030,513030,928500,2320.871166846715,1161553.5,1163874.3711668467,1164455.2721279166
2021-09-02,513030,513030,928500,2320.871166846715,1156911.0,1159231.8711668467,1159231.8711668467
2021-09-03,513030,513030,928500,2320.871166846715,1164339.0,1166659.8711668467,1166659.8711668467
2021-09-06,513030,513030,928500,2320.871166846715,1163410.5,1165731.3711668467,1165731.3711668467
2021-09-07,510880,510880,355100,2277.875972287031,1164728.0,1167005.875972287,1167588.3711668467
2021-09-08,510880,510880,355100,2277.875972287031,1177511.5999999999,1179789.475972287,1179789.475972287
2021-09-09,516150,516150,715800,2482.9068209831603,1212565.2,1215048.106820983,1215654.575972287
2021-09-10,516150,516150,715800,2482.9068209831603,1227597.0,1230079.9068209832,1230079.9068209832
2021-09-13,512880,512880,986700,2431.9010842812713,1236335.0999999999,1238767.0010842811,1239385.306820983
2021-09-14,512400,512400,724500,2350.1121178213507,1198323.0,1200673.1121178214,1201272.4010842813
2021-09-15,159869,159869,1285000,2312.024759821128,1207900.0,1210212.0247598211,1210816.1121178214
2021-09-16,513520,513520,918800,2314.8442623892333,1200871.5999999999,1203186.444262389,1203787.0247598211
2021-09-17,513520,513520,918800,2314.8442623892333,1205465.6,1207780.4442623893,1207780.4442623893
2021-09-22,513520,513520,918800,2314.8442623892333,1182495.5999999999,1184810.444262389,1184810.444262389
2021-09-23,501018,501018,1401800,2307.6366237532347,1192931.8,1195239.4366237533,1195836.0442623892
2021-09-24,501018,501018,1401800,2307.6366237532347,1208351.6,1210659.2366237533,1210659.2366237533
2021-09-27,501018,501018,1401800,2307.6366237532347,1227976.8,1230284.4366237533,1230284.4366237533
2021-09-28,501018,501018,1401800,2307.6366237532347,1249003.8,1251311.4366237533,1251311.4366237533
2021-09-29,511880,511880,11900,9385.135604155017,1210479.9000000001,1219865.0356041552,1220471.8366237532
2021-09-30,501018,501018,1399700,2351.4269693749957,1217739.0,1220090.426969375,1220698.035604155
2021-10-08,501018,501018,1399700,2351.4269693749957,1284924.6,1287276.026969375,1287276.026969375
2021-10-11,501018,501018,1399700,2351.4269693749957,1310119.2000000002,1312470.6269693752,1312470.6269693752
2021-10-12,501018,501018,1399700,2351.4269693749957,1305920.1,1308271.526969375,1308271.526969375
2021-10-13,501018,501018,1399700,2351.4269693749957,1304520.4000000001,1306871.8269693751,1306871.8269693751
2021-10-14,501018,501018,1399700,2351.4269693749957,1311518.9000000001,1313870.3269693751,1313870.3269693751
2021-10-15,501018,501018,1399700,2351.4269693749957,1328315.3,1330666.726969375,1330666.726969375
2021-10-18,501018,501018,1399700,2351.4269693749957,1342312.3,1344663.726969375,1344663.726969375
2021-10-19,159865,159865,1593300,2628.528060068842,1339965.3,1342593.828060069,1343264.0269693749
2021-10-20,159865,159865,1593300,2628.528060068842,1314472.5,1317101.0280600688,1317101.0280600688
2021-10-21,159865,159865,1593300,2628.528060068842,1293759.6,1296388.128060069,1296388.128060069
2021-10-22,159928,159928,1102700,2520.469773051096,1286850.9000000001,1289371.3697730512,1290014.928060069
2021-10-25,501018,501018,1344900,2518.2084847672377,1288414.2,1290932.4084847672,1291576.7697730511
2021-10-26,501018,501018,1344900,2518.2084847672377,1274965.2,1277483.4084847672,1277483.4084847672
2021-10-27,501018,501018,1344900,2518.2084847672377,1269585.5999999999,1272103.808484767,1272103.808484767
2021-10-28,501018,501018,1344900,2518.2084847672377,1249412.1,1251930.3084847673,1251930.3084847673
2021-10-29,511880,511880,12300,7617.488322779536,1253099.4,1260716.8883227794,1261344.6084847674
2021-11-01,516520,516520,1116900,2508.744630191708,1257629.4,1260138.1446301916,1260766.0883227796
2021-11-02,515790,515790,692400,2535.042968375841,1258090.8,1260625.842968376,1261255.0446301918
2021-11-03,515790,515790,692400,2535.042968375841,1235241.6,1237776.642968376,1237776.642968376
2021-11-04,516520,516520,1092900,2469.8876516758464,1256835.0,1259304.8876516758,1259933.442968376
2021-11-05,516520,516520,1092900,2469.8876516758464,1262299.5,1264769.3876516758,1264769.3876516758
2021-11-08,516520,516520,1092900,2469.8876516758464,1259020.7999999998,1261490.6876516757,1261490.6876516757
2021-11-09,516520,516520,1092900,2469.8876516758464,1262299.5,1264769.3876516758,1264769.3876516758
2021-11-10,516520,516520,1092900,2469.8876516758464,1254649.2,1257119.0876516758,1257119.0876516758
2021-11-11,512660,512660,903800,2472.571229123976,1267127.5999999999,1269600.1712291238,1270233.8876516758
2021-11-12,512660,512660,903800,2472.571229123976,1314125.2,1316597.771229124,1316597.771229124
2021-11-15,512660,512660,903800,2472.571229123976,1292434.0,1294906.571229124,1294906.571229124
2021-11-16,159869,159869,1148500,2389.648941523861,1240380.0,1242769.6489415239,1243389.9712291239
2021-11-17,516520,516520,1047100,2484.074375254102,1240813.5,1243297.574375254,1243918.1489415239
2021-11-18,512980,512980,1579500,2352.4874645939562,1222533.0,1224885.487464594,1225496.874375254
2021-11-19,518880,518880,328400,2499.8449659538455,1224932.0,1227431.8449659538,1228044.487464594
2021-11-22,512980,512980,1567600,2337.0706995059736,1213322.4000000001,1215659.470699506,1216266.244965954
2021-11-23,512980,512980,1567600,2337.0706995059736,1216457.6,1218794.670699506,1218794.670699506
2021-11-24,159869,159869,1176900,2427.474752295995,1229860.5,1232287.974752296,1232903.070699506
2021-11-25,159869,159869,1176900,2427.474752295995,1196907.2999999998,1199334.7747522958,1199334.7747522958
2021-11-26,515880,515880,6565700,2256.943088611588,1182363.7419938114,1184620.685082423,1185211.9747522958
2021-11-29,515880,515880,6565700,2256.943088611588,1178044.6050367563,1180301.5481253678,1180301.5481253678
2021-11-30,515880,515880,6565700,2256.943088611588,1193161.5843864488,1195418.5274750604,1195418.5274750604
2021-12-01,516150,516150,734800,2356.6210180141497,1204337.2,1206693.821018014,1207296.1541069618
2021-12-02,516150,516150,734800,2356.6210180141497,1227116.0,1229472.6210180141,1229472.6210180141
2021-12-03,511880,511880,11800,3881.364349729847,1204414.2,1208295.5643497298,1208898.221018014
2021-12-06,562800,562800,1231400,2305.7645389179233,1205540.6,1207846.364538918,1208448.9643497297
2021-12-07,159985,159985,1011600,2310.047467941884,1181548.7999999998,1183858.8474679417,1184449.764538918
2021-12-08,511880,511880,11500,8235.409497471992,1174023.5,1182258.909497472,1182847.2474679418
2021-12-09,516150,516150,730200,2374.3039120119065,1179273.0,1181647.303912012,1182235.909497472
2021-12-10,516150,516150,730200,2374.3039120119065,1187305.2,1189679.5039120119,1189679.5039120119
2021-12-13,516150,516150,730200,2374.3039120119065,1196067.5999999999,1198441.9039120118,1198441.9039120118
2021-12-14,516150,516150,730200,2374.3039120119065,1169050.2,1171424.5039120119,1171424.5039120119
2021-12-15,516150,516150,730200,2374.3039120119065,1168320.0,1170694.303912012,1170694.303912012
2021-12-16,515170,515170,1288700,2285.188970349962,1176583.1,1178868.28897035,1179456.703912012
2021-12-17,515170,515170,1288700,2285.188970349962,1148231.7,1150516.88897035,1150516.88897035
2021-12-20,159985,159985,947700,2278.220267055789,1147664.7000000002,1149942.920267056,1150516.88897035
2021-12-21,159985,159985,947700,2278.220267055789,1143873.9000000001,1146152.120267056,1146152.120267056
2021-12-22,159985,159985,947700,2278.220267055789,1154298.5999999999,1156576.8202670556,1156576.8202670556
2021-12-23,511880,511880,11500,6540.708816345781,1175035.5,1181576.2088163458,1182164.7202670558
2021-12-24,159985,159985,941600,2311.2717786815483,1178883.2,1181194.4717786815,1181783.2088163458
2021-12-27,159985,159985,941600,2311.2717786815483,1166642.4000000001,1168953.6717786817,1168953.6717786817
2021-12-28,159985,159985,941600,2311.2717786815483,1176058.4000000001,1178369.6717786817,1178369.6717786817
2021-12-29,512980,512980,1446300,2285.9480011034757,1161378.9000000001,1163664.8480011036,1164245.6717786815
2021-12-30,159985,159985,983800,2441.014562863391,1219912.0,1222353.0145628634,1222963.1480011034
2021-12-31,159985,159985,983800,2441.014562863391,1201219.8,1203660.8145628634,1203660.8145628634
2022-01-04,516190,516190,1046400,2371.737477103714,1224288.0,1226659.7374771037,1227272.0145628634
2022-01-05,159985,159985,963000,2374.7380109836813,1215306.0,1217680.7380109837,1218288.5374771035
2022-01-06,159985,159985,963000,2374.7380109836813,1186416.0,1188790.7380109837,1188790.7380109837
2022-01-07,501018,501018,1278600,2303.3000345956534,1187819.4000000001,1190122.7000345958,1190716.7380109837
2022-01-10,501018,501018,1278600,2303.3000345956534,1173754.8,1176058.1000345957,1176058.1000345957
2022-01-11,501018,501018,1278600,2303.3000345956534,1169919.0,1172222.3000345957,1172222.3000345957
2022-01-12,501018,501018,1278600,2303.3000345956534,1191655.2,1193958.5000345956,1193958.5000345956
2022-01-13,501018,501018,1278600,2303.3000345956534,1200605.4,1202908.7000345956,1202908.7000345956
2022-01-14,501018,501018,1278600,2303.3000345956534,1203162.5999999999,1205465.9000345955,1205465.9000345955
2022-01-17,501018,501018,1278600,2303.3000345956534,1223620.2,1225923.5000345956,1225923.5000345956
2022-01-18,501018,501018,1278600,2303.3000345956534,1238963.4,1241266.7000345956,1241266.7000345956
2022-01-19,501018,501018,1278600,2303.3000345956534,1249192.2,1251495.5000345956,1251495.5000345956
2022-01-20,501018,501018,1278600,2303.3000345956534,1250470.8,1252774.1000345957,1252774.1000345957
2022-01-21,501018,501018,1278600,2303.3000345956534,1230013.2,1232316.5000345956,1232316.5000345956
2022-01-24,501018,501018,1278600,2303.3000345956534,1250470.8,1252774.1000345957,1252774.1000345957
2022-01-25,501018,501018,1278600,2303.3000345956534,1230013.2,1232316.5000345956,1232316.5000345956
2022-01-26,501018,501018,1278600,2303.3000345956534,1242799.2,1245102.5000345956,1245102.5000345956
2022-01-27,501018,501018,1278600,2303.3000345956534,1254306.6,1256609.9000345957,1256609.9000345957
2022-01-28,501018,501018,1278600,2303.3000345956534,1267092.6,1269395.9000345957,1269395.9000345957
2022-02-07,501018,501018,1278600,2303.3000345956534,1318236.5999999999,1320539.9000345955,1320539.9000345955
2022-02-08,501018,501018,1278600,2303.3000345956534,1315679.4,1317982.7000345956,1317982.7000345956
2022-02-09,501018,501018,1278600,2303.3000345956534,1290107.4,1292410.7000345956,1292410.7000345956
2022-02-10,501018,501018,1278600,2303.3000345956534,1295221.7999999998,1297525.1000345955,1297525.1000345955
2022-02-11,501018,501018,1278600,2303.3000345956534,1293943.2,1296246.5000345956,1296246.5000345956
2022-02-14,159985,159985,936300,2697.405996415764,1338909.0,1341606.4059964158,1342276.1000345957
2022-02-15,159985,159985,936300,2697.405996415764,1324864.5,1327561.9059964158,1327561.9059964158
2022-02-16,159985,159985,936300,2697.405996415764,1329546.0,1332243.4059964158,1332243.4059964158
2022-02-17,501018,501018,1323900,2656.2526064661797,1356997.4999999998,1359653.752606466,1360332.4059964158
2022-02-18,501018,501018,1323900,2656.2526064661797,1343758.4999999998,1346414.752606466,1346414.752606466
2022-02-21,501018,501018,1323900,2656.2526064661797,1345082.4,1347738.652606466,1347738.652606466
2022-02-22,501018,501018,1323900,2656.2526064661797,1392742.8,1395399.0526064662,1395399.0526064662
2022-02-23,501018,501018,1323900,2656.2526064661797,1372884.2999999998,1375540.552606466,1375540.552606466
2022-02-24,515220,515220,1401400,2808.961129530566,1462025.5726646248,1464834.5337941553,1465565.7526064662
2022-02-25,518880,518880,376500,2947.3148783789948,1433335.5,1436282.814878379,1436999.6823393311
2022-02-28,501018,501018,1306400,2757.640552730998,1425282.4,1428040.040552731,1428752.814878379
2022-03-01,501018,501018,1306400,2757.640552730998,1417444.0,1420201.640552731,1420201.640552731
2022-03-02,512400,512400,1085200,2978.6902998671867,1536643.2,1539621.8902998671,1540390.440552731
2022-03-03,501018,501018,1211700,2926.3225480911788,1531588.8,1534515.1225480912,1535281.090299867
2022-03-04,159985,159985,960900,2778.504121091217,1441350.0,1444128.5041210912,1444849.3225480912
2022-03-07,518880,518880,385500,2926.9562716311775,1513473.0,1516399.9562716312,1517156.9041210914
2022-03-08,159985,159985,966800,3055.8048340308014,1546880.0,1549935.8048340308,1550709.456271631
2022-03-09,518880,518880,386400,3183.8056906228885,1569170.4,1572354.2056906228,1573139.004834031
2022-03-10,159985,159985,959200,2949.2635623507667,1518413.5999999999,1521362.8635623506,1522122.2056906228
2022-03-11,159985,159985,959200,2949.2635623507667,1544312.0,1547261.2635623508,1547261.2635623508
2022-03-14,159985,159985,959200,2949.2635623507667,1557740.8,1560690.0635623508,1560690.0635623508
2022-03-15,159985,159985,959200,2949.2635623507667,1516495.2,1519444.4635623507,1519444.4635623507
2022-03-16,159985,159985,959200,2949.2635623507667,1544312.0,1547261.2635623508,1547261.2635623508
2022-03-17,159985,159985,959200,2949.2635623507667,1539516.0,1542465.2635623508,1542465.2635623508
2022-03-18,159985,159985,959200,2949.2635623507667,1574047.2,1576996.4635623507,1576996.4635623507
2022-03-21,159985,159985,959200,2949.2635623507667,1578843.2,1581792.4635623507,1581792.4635623507
2022-03-22,159985,159985,959200,2949.2635623507667,1627762.4000000001,1630711.663562351,1630711.663562351
2022-03-23,159985,159985,959200,2949.2635623507667,1627762.4000000001,1630711.663562351,1630711.663562351
2022-03-24,159985,159985,959200,2949.2635623507667,1618170.4000000001,1621119.663562351,1621119.663562351
2022-03-25,159985,159985,959200,2949.2635623507667,1605700.8,1608650.0635623508,1608650.0635623508
2022-03-28,159985,159985,959200,2949.2635623507667,1579802.4,1582751.6635623507,1582751.6635623507
2022-03-29,501018,501018,1289600,2999.4132882384583,1561705.6,1564705.0132882386,1565486.0635623508
2022-03-30,159980,159980,905600,3158.943518254673,1568499.2,1571658.1435182546,1572442.6132882386
2022-03-31,159985,159985,972400,3034.524835934397,1546116.0,1549150.5248359344,1549923.7435182547
2022-04-01,513030,513030,1401600,2811.6614946224727,1459065.5999999999,1461877.2614946223,1462606.9248359343
2022-04-06,511880,511880,14200,7015.390276270453,1428917.6,1435932.9902762705,1436648.4614946223
2022-04-07,159980,159980,848200,2777.9610840743408,1432609.8,1435387.7610840744,1436103.3902762705
2022-04-08,511880,511880,14200,11321.837018338498,1429286.8,1440608.6370183385,1441325.1610840743
2022-04-11,511880,511880,14200,11321.837018338498,1429386.2,1440708.0370183385,1440708.0370183385
2022-04-12,511880,511880,14200,11321.837018338498,1429315.2000000002,1440637.0370183387,1440637.0370183387
2022-04-13,511880,511880,14200,11321.837018338498,1429386.2,1440708.0370183385,1440708.0370183385
2022-04-14,511880,511880,14200,11321.837018338498,1429485.6,1440807.4370183386,1440807.4370183386
2022-04-15,511880,511880,14200,11321.837018338498,1429741.2000000002,1441063.0370183387,1441063.0370183387
2022-04-18,159980,159980,829000,2845.617068618303,1437486.0,1440331.6170686183,1441048.8370183385
2022-04-19,159980,159980,829000,2845.617068618303,1446605.0,1449450.6170686183,1449450.6170686183
2022-04-20,159980,159980,829000,2845.617068618303,1435828.0,1438673.6170686183,1438673.6170686183
2022-04-21,159980,159980,829000,2845.617068618303,1434999.0,1437844.6170686183,1437844.6170686183
2022-04-22,518880,518880,365700,3018.268761004554,1444880.7,1447898.9687610045,1448621.6170686183
2022-04-25,518880,518880,365700,3018.268761004554,1435006.8,1438025.0687610046,1438025.0687610046
2022-04-26,511880,511880,14100,4742.78438824648,1420137.9,1424880.6843882464,1425591.2687610046
2022-04-27,511880,511880,14100,4742.78438824648,1420236.6,1424979.3843882466,1424979.3843882466
2022-04-28,511880,511880,14100,4742.78438824648,1420575.0,1425317.7843882465,1425317.7843882465
2022-04-29,511880,511880,14100,4742.78438824648,1420983.9,1425726.6843882464,1425726.6843882464
2022-05-05,511880,511880,14100,4742.78438824648,1420842.9000000001,1425585.6843882466,1425585.6843882466
2022-05-06,511880,511880,14100,4742.78438824648,1421195.4,1425938.1843882464,1425938.1843882464
