trade_date,jq_weak,local_weak,below_count,above_count,weak_days_count,match,000300_close,000300_ma10,000300_relation,399101_close,399101_ma10,399101_relation,399006_close,399006_ma10,399006_relation,000510_close,000510_ma10,000510_relation
2023-10-18,True,True,4,0,0,True,3610.577,3664.1780999999996,below,10719.403,10937.737000000001,below,1938.435,1987.3326000000002,below,4257.596,4331.4477,below
2023-10-19,True,True,4,0,0,True,3533.545,3647.4831,below,10559.166,10898.901300000001,below,1913.702,1978.0804,below,4173.819,4312.095,below
2023-10-20,True,True,4,0,0,True,3510.589,3629.5903,below,10468.083,10846.2344,below,1896.946,1967.3842,below,4142.974,4290.106900000001,below
2023-10-23,True,True,4,0,0,True,3474.244,3608.542,below,10304.928,10777.367600000001,below,1864.909,1954.0144,below,4089.344,4263.4617,below
2023-10-24,True,True,4,0,0,True,3487.13,3591.5424,below,10417.508,10723.529700000001,below,1880.814,1943.3019999999997,below,4108.195,4241.5288,below
2023-10-25,True,True,4,0,0,True,3504.458,3575.2334,below,10533.179,10679.2419,below,1863.796,1929.2913999999996,below,4126.727,4220.1698,below
2023-10-26,True,True,4,0,0,True,3514.145,3556.4096999999992,below,10563.375,10629.074499999999,below,1875.858,1914.9669999999999,below,4138.416,4196.1194000000005,below
2023-10-27,True,False,0,4,0,False,3562.385,3546.3072,above,10755.915,10606.310099999999,above,1929.909,1908.2977999999998,above,4202.455,4182.8442,above
2023-10-30,False,False,0,4,0,True,3583.772,3542.0246999999995,above,10897.444,10608.8257,above,1977.686,1910.3941000000002,above,4237.011,4177.6351,above
2023-10-31,False,False,0,4,0,True,3572.506,3535.3351000000002,above,10829.466,10604.8467,above,1968.226,1911.0281,above,4219.436,4169.597299999999,above
2023-11-01,False,False,0,4,0,True,3571.027,3531.3801,above,10800.098,10612.9162,above,1959.127,1913.0973,above,4215.808,4165.418500000001,above
2023-11-02,False,False,0,4,0,True,3554.189,3533.4445,above,10691.845,10626.184099999999,above,1939.705,1915.6976000000002,above,4192.181,4167.2546999999995,above
2023-11-03,False,False,0,4,0,True,3584.136,3540.7992,above,10819.532,10661.329000000002,above,1968.213,1922.8242999999998,above,4232.31,4176.1883,above
2023-11-06,False,False,0,4,0,True,3632.608,3556.6356,above,11039.904,10734.826599999999,above,2032.335,1939.5669000000003,above,4294.107,4196.664599999999,above
2023-11-07,False,False,0,4,0,True,3619.759,3569.8985000000002,above,11050.449,10798.1207,above,2022.766,1953.7621,above,4283.798,4214.2249,above
2023-11-08,False,False,0,4,0,True,3611.072,3580.5599,above,11063.977,10851.200499999999,above,2023.13,1969.6955000000003,above,4277.983,4229.3505000000005,above
2023-11-09,False,False,0,4,0,True,3612.826,3590.428,above,11005.062,10895.3692,above,2018.385,1983.9482,above,4276.234,4243.1323,above
2023-11-10,False,False,2,2,0,True,3586.489,3592.8384000000005,below,10966.373,10916.414999999999,above,2005.235,1991.4808,above,4247.063,4247.5931,below
2023-11-13,False,False,1,3,0,True,3579.414,3592.4026,below,11024.335,10929.1041,above,2009.214,1994.6336,above,4250.077,4248.8997,above
