trade_date,target_symbol,held_symbol,shares,cash,position_value,equity
2022-07-15,511880,511880,24100,7921.6526816249825,2437233.0,2445154.652681625
2022-07-18,511880,511880,24100,7921.6526816249825,2437353.5,2445275.152681625
2022-07-19,511880,511880,24100,7921.6526816249825,2437474.0,2445395.652681625
2022-07-20,511880,511880,24100,7921.6526816249825,2437449.9,2445371.552681625
2022-07-21,511880,511880,24100,7921.6526816249825,2437618.6,2445540.252681625
2022-07-22,511880,511880,24100,7921.6526816249825,2438004.2,2445925.852681625
2022-07-25,513520,513520,2394800,4694.05483560171,2440301.1999999997,2444995.2548356014
2022-07-26,513520,513520,2394800,4694.05483560171,2428327.2,2433021.254835602
2022-07-27,513520,513520,2394800,4694.05483560171,2435511.5999999996,2440205.6548356013
2022-07-28,513520,513520,2394800,4694.05483560171,2457064.8000000003,2461758.854835602
2022-07-29,513520,513520,2394800,4694.05483560171,2512145.1999999997,2516839.2548356014
2022-08-01,513520,513520,2394800,4694.05483560171,2555251.6,2559945.654835602
2022-08-02,513520,513520,2394800,4694.05483560171,2557646.4000000004,2562340.454835602
2022-08-03,513030,513030,2681600,4786.398970891256,2499251.2,2504037.5989708914
2022-08-04,513520,513520,2416300,4821.363721894566,2527449.8000000003,2532271.163721895
2022-08-05,513520,513520,2416300,4821.363721894566,2575775.8000000003,2580597.163721895
2022-08-08,513520,513520,2416300,4821.363721894566,2544363.9,2549185.2637218945
2022-08-09,513520,513520,2416300,4821.363721894566,2512952.0,2517773.3637218946
2022-08-10,513520,513520,2416300,4821.363721894566,2496037.9,2500859.2637218945
2022-08-11,159980,159980,1814200,4914.729945203755,2576164.0,2581078.7299452038
2022-08-12,513030,513030,2722800,4995.777845843229,2600274.0,2605269.777845843
2022-08-15,159980,159980,1874600,5050.706912027206,2620690.8,2625741.506912027
2022-08-16,588080,588080,2245800,5097.419685558882,2634323.4,2639420.819685559
2022-08-17,513520,513520,2396400,5067.28176439926,2624058.0,2629125.2817643993
2022-08-18,513520,513520,2396400,5067.28176439926,2588112.0,2593179.2817643993
2022-08-19,513520,513520,2396400,5067.28176439926,2573733.6,2578800.8817643994
2022-08-22,513520,513520,2396400,5067.28176439926,2549769.6,2554836.8817643994
2022-08-23,159732,159732,3270100,4863.554587849416,2534327.5,2539191.0545878494
2022-08-24,515220,515220,1832600,4600.026233246084,2406911.7224349156,2411511.7486681617
2022-08-25,159985,159985,1533300,4864.891190870665,2539144.8,2544009.6911908705
2022-08-26,159985,159985,1533300,4864.891190870665,2500812.3,2505677.1911908705
2022-08-29,159985,159985,1533300,4864.891190870665,2513078.7,2517943.591190871
2022-08-30,159985,159985,1533300,4864.891190870665,2496212.4,2501077.2911908706
2022-08-31,159985,159985,1533300,4864.891190870665,2513078.7,2517943.591190871
2022-09-01,159985,159985,1533300,4864.891190870665,2500812.3,2505677.1911908705
2022-09-02,511880,511880,25000,11049.837406371254,2533225.0,2544274.8374063713
2022-09-05,159985,159985,1521100,4897.063770180102,2547842.5,2552739.56377018
2022-09-06,159985,159985,1521100,4897.063770180102,2508293.9,2513190.96377018
2022-09-07,511880,511880,24900,6865.609023856465,2523316.1999999997,2530181.809023856
2022-09-08,159985,159985,1519700,4822.603889422491,2524221.7,2529044.3038894227
2022-09-09,159985,159985,1519700,4822.603889422491,2531820.1999999997,2536642.803889422
2022-09-13,515220,515220,1975400,5127.742270851973,2669992.0840735068,2675119.8263443587
2022-09-14,515220,515220,1975400,5127.742270851973,2632718.131393568,2637845.87366442
2022-09-15,515220,515220,1975400,5127.742270851973,2643507.9598009186,2648635.7020717706
2022-09-16,159985,159985,1465700,4944.773149626795,2535661.0,2540605.773149627
2022-09-19,159985,159985,1465700,4944.773149626795,2542989.5,2547934.273149627
2022-09-20,159985,159985,1465700,4944.773149626795,2554715.1,2559659.873149627
2022-09-21,159985,159985,1465700,4944.773149626795,2584029.0999999996,2588973.8731496264
2022-09-22,159985,159985,1465700,4944.773149626795,2592823.3,2597768.0731496266
