date,time,target,top10,top10_raw
2025-06-17,13:10:00,159869,"['159869', '513750', '513090', '515120', '159992', '161226', '517520', '513920', '513190', '515880']","159869.SZ:2.5608,513750.SH:2.3766,513090.SH:2.3621,515120.SH:2.2486,159992.SZ:2.2362,161226.SZ:1.8959,517520.SH:1.7474,513920.SH:1.4743,513190.SH:1.2392,515880.SH:1.1236"
2025-06-18,13:10:00,159869,"['159869', '513090', '161226', '513750', '517520', '501018', '515880', '513920', '515120', '159992']","159869.SZ:2.7115,513090.SH:2.4882,161226.SZ:2.2228,513750.SH:2.1875,517520.SH:1.6783,501018.SH:1.6134,515880.SH:1.5797,513920.SH:1.4383,515120.SH:1.4146,159992.SZ:1.4119"
2025-06-19,13:10:00,501018,"['501018', '159869', '161226', '515880', '513750', '517520', '159583', '513920', '513190', '159851']","501018.SH:2.8950,159869.SZ:2.7363,161226.SZ:2.2470,515880.SH:2.0435,513750.SH:1.5672,517520.SH:1.4267,159583.SZ:1.3529,513920.SH:1.2004,513190.SH:1.0552,159851.SZ:1.0388"
2025-06-20,13:10:00,159518,"['159518', '513310', '159985']","159518.SZ:1.2307,513310.SH:0.8561,159985.SZ:0.6041"
2025-06-23,13:10:00,159518,"['159518', '513310']","159518.SZ:1.6766,513310.SH:0.8580"
2025-06-24,13:10:00,513310,"['513310', '513500', '159509', '513520', '513100', '513400']","513310.SH:1.0703,513500.SH:0.1090,159509.SZ:0.1026,513520.SH:0.0847,513100.SH:0.0269,513400.SH:0.0000"
2025-06-25,13:10:00,513120,"['513120', '159851', '515880', '159892', '513090', '513750', '513190', '159583', '515050', '159869']","513120.SH:3.9240,159851.SZ:2.4110,515880.SH:2.3323,159892.SZ:2.2646,513090.SH:1.9431,513750.SH:1.9352,513190.SH:1.8226,159583.SZ:1.8209,515050.SH:1.6594,159869.SZ:1.4173"
2025-06-26,13:10:00,159851,"['159851', '513090', '513120', '515880', '513750', '159583', '513190', '515050', '159363', '159892']","159851.SZ:3.8422,513090.SH:3.0573,513120.SH:2.9258,515880.SH:2.7630,513750.SH:2.4236,159583.SZ:2.2674,513190.SH:2.2319,515050.SH:2.1041,159363.SZ:1.8796,159892.SZ:1.8052"
2025-06-27,13:10:00,159851,"['159851', '513090', '515880', '159583', '513750', '515050', '513190', '159363', '513310', '512800']","159851.SZ:4.8439,513090.SH:3.5485,515880.SH:3.0728,159583.SZ:2.6175,513750.SH:2.4554,515050.SH:2.4100,513190.SH:2.2642,159363.SZ:2.2330,513310.SH:1.7917,512800.SH:1.3289"
2025-06-30,13:10:00,513090,"['513090', '515880', '159583', '515050', '159363', '513750', '513190', '513310', '159869', '501018']","513090.SH:3.9844,515880.SH:3.4788,159583.SZ:3.1964,515050.SH:2.7949,159363.SZ:2.6410,513750.SH:2.3964,513190.SH:2.1232,513310.SH:1.9000,159869.SZ:1.5314,501018.SH:1.4289"
2025-07-01,13:10:00,513090,"['513090', '515880', '159583', '515050', '159363', '513750', '513190', '513310', '159869', '512800']","513090.SH:4.2372,515880.SH:3.7134,159583.SZ:3.5513,515050.SH:3.0114,159363.SZ:2.7911,513750.SH:2.3522,513190.SH:2.0852,513310.SH:1.8646,159869.SZ:1.6826,512800.SH:1.2482"
2025-07-02,13:10:00,159851,"['159851', '513090', '515880', '159583', '515050', '159363', '513750', '513190', '159869', '513310']","159851.SZ:4.9249,513090.SH:4.2024,515880.SH:3.4658,159583.SZ:3.4141,515050.SH:2.8861,159363.SZ:2.6138,513750.SH:2.2142,513190.SH:2.0421,159869.SZ:1.8138,513310.SH:1.5559"
2025-07-03,13:10:00,513090,"['513090', '159851', '515880', '159583', '515050', '159363', '513750', '513190', '159869', '159227']","513090.SH:3.9556,159851.SZ:3.8848,515880.SH:3.2978,159583.SZ:3.2791,515050.SH:2.8530,159363.SZ:2.3700,513750.SH:1.9660,513190.SH:1.6758,159869.SZ:1.6464,159227.SZ:1.4894"
2025-07-04,13:10:00,513090,"['513090', '159851', '515880', '159583', '515050', '159363', '159869', '513750', '159227', '513190']","513090.SH:4.4769,159851.SZ:3.8567,515880.SH:3.2511,159583.SZ:3.1696,515050.SH:2.9803,159363.SZ:2.2339,159869.SZ:1.8136,513750.SH:1.7787,159227.SZ:1.5702,513190.SH:1.4767"
2025-07-07,13:10:00,513090,"['513090', '159851', '515050', '515880', '159583', '159869', '159363', '159227', '513750', '512800']","513090.SH:4.3053,159851.SZ:3.6620,515050.SH:2.6872,515880.SH:2.6781,159583.SZ:2.5249,159869.SZ:1.7633,159363.SZ:1.7442,159227.SZ:1.6342,513750.SH:1.3867,512800.SH:1.3496"
2025-07-08,13:10:00,513090,"['513090', '159851', '515050', '515880', '159583', '159869', '159227', '159363', '512800', '513750']","513090.SH:4.6774,159851.SZ:3.7992,515050.SH:2.7847,515880.SH:2.7312,159583.SZ:2.4253,159869.SZ:1.8909,159227.SZ:1.6845,159363.SZ:1.6418,512800.SH:1.3810,513750.SH:1.2652"
2025-07-09,13:10:00,159851,"['159851', '515050', '515880', '159583', '159869', '159227', '159363', '512800', '159949', '512670']","159851.SZ:4.0256,515050.SH:2.9547,515880.SH:2.8595,159583.SZ:2.4854,159869.SZ:2.0160,159227.SZ:1.7784,159363.SZ:1.7207,512800.SH:1.4944,159949.SZ:1.3823,512670.SH:1.3354"
2025-07-10,13:10:00,159851,"['159851', '515050', '515880', '159583', '159869', '515790', '512800', '159363', '159227', '159949']","159851.SZ:4.0531,515050.SH:2.8638,515880.SH:2.7334,159583.SZ:2.2135,159869.SZ:2.1598,515790.SH:1.7917,512800.SH:1.6411,159363.SZ:1.6026,159227.SZ:1.4843,159949.SZ:1.4539"
2025-07-11,13:10:00,159851,"['159851', '515050', '515880', '515790', '159869', '159583', '159949', '159363', '512800', '159509']","159851.SZ:4.4321,515050.SH:2.9462,515880.SH:2.7748,515790.SH:2.2991,159869.SZ:2.2285,159583.SZ:2.2089,159949.SZ:1.7040,159363.SZ:1.6767,512800.SH:1.6679,159509.SZ:1.5949"
2025-07-14,13:10:00,515050,"['515050', '515880', '515790', '159583', '159509', '159363', '159949', '515210', '512800', '159566']","515050.SH:2.9779,515880.SH:2.7206,515790.SH:2.6520,159583.SZ:2.1565,159509.SZ:1.7387,159363.SZ:1.7002,159949.SZ:1.6988,515210.SH:1.6828,512800.SH:1.4199,159566.SZ:1.3473"
2025-07-15,13:10:00,515050,"['515050', '159851', '515880', '515790', '159583', '159363', '515210', '159509', '159949', '159869']","515050.SH:3.5250,159851.SZ:3.3815,515880.SH:3.3074,515790.SH:2.9307,159583.SZ:2.6726,159363.SZ:2.2405,515210.SH:1.9613,159509.SZ:1.9433,159949.SZ:1.9084,159869.SZ:1.5407"
2025-07-16,13:10:00,515050,"['515050', '515880', '515790', '159363', '159851', '159509', '159949', '515210', '159915', '159967']","515050.SH:4.1302,515880.SH:3.9757,515790.SH:3.0266,159363.SZ:2.9626,159851.SZ:2.9205,159509.SZ:2.1032,159949.SZ:2.0768,515210.SH:1.9824,159915.SZ:1.5695,159967.SZ:1.4031"
2025-07-17,13:10:00,515050,"['515050', '515880', '159583', '159363', '515790', '159851', '159509', '159949', '515210', '159915']","515050.SH:4.7329,515880.SH:4.5435,159583.SZ:3.8001,159363.SZ:3.6423,515790.SH:3.1572,159851.SZ:2.5631,159509.SZ:2.3269,159949.SZ:2.2583,515210.SH:2.1584,159915.SZ:1.7128"
2025-07-18,13:10:00,159363,"['159363', '159583', '513120', '515790', '159509', '515210', '159949', '159892', '516510', '159851']","159363.SZ:4.6961,159583.SZ:4.6876,513120.SH:3.1960,515790.SH:3.1760,159509.SZ:2.7791,515210.SH:2.5231,159949.SZ:2.5090,159892.SZ:2.2040,516510.SH:2.1736,159851.SZ:2.0956"
2025-07-21,13:10:00,159583,"['159583', '159892', '515210', '515790', '159949', '159509', '562800', '516510', '159915', '515980']","159583.SZ:4.8835,159892.SZ:3.5695,515210.SH:3.1497,515790.SH:3.1158,159949.SZ:2.6353,159509.SZ:2.6229,562800.SH:2.5285,516510.SH:2.3771,159915.SZ:2.0551,515980.SH:2.0115"
2025-07-22,13:10:00,515210,"['515210', '562800', '515790', '159949', '159509', '516510', '560860', '515120', '159992', '159915']","515210.SH:3.9306,562800.SH:3.3494,515790.SH:3.3237,159949.SZ:2.9899,159509.SZ:2.7419,516510.SH:2.6727,560860.SH:2.4976,515120.SH:2.4832,159992.SZ:2.4328,159915.SZ:2.3503"
2025-07-23,13:10:00,515210,"['515210', '562800', '515790', '560860', '159949', '516510', '515120', '159509', '159992', '159915']","515210.SH:4.9453,562800.SH:4.3436,515790.SH:3.5337,560860.SH:3.2179,159949.SZ:3.1616,516510.SH:2.8199,515120.SH:2.7614,159509.SZ:2.7611,159992.SZ:2.6763,159915.SZ:2.5364"
2025-07-24,13:10:00,560860,"['560860', '515790', '159949', '515120', '159992', '159509', '516510', '159915', '515980', '513750']","560860.SH:3.9433,515790.SH:3.3428,159949.SZ:3.1704,515120.SH:3.0128,159992.SZ:2.9549,159509.SZ:2.8263,516510.SH:2.8262,159915.SZ:2.5866,515980.SH:2.4324,513750.SH:2.1533"
2025-07-25,13:10:00,560860,"['560860', '515120', '159992', '159949', '515790', '516510', '561330', '159915', '159509', '515980']","560860.SH:4.6610,515120.SH:3.3084,159992.SZ:3.2506,159949.SZ:3.1661,515790.SH:3.1191,516510.SH:2.9754,561330.SH:2.8762,159915.SZ:2.6482,159509.SZ:2.5823,515980.SH:2.5579"
2025-07-28,13:10:00,159583,"['159583', '515120', '159992', '561330', '159949', '516510', '512400', '515980', '515790', '159915']","159583.SZ:4.9250,515120.SH:3.6380,159992.SZ:3.5783,561330.SH:3.0765,159949.SZ:3.0597,516510.SH:2.8448,512400.SH:2.7805,515980.SH:2.7161,515790.SH:2.6457,159915.SZ:2.5890"
2025-07-29,13:10:00,515120,"['515120', '159992', '561330', '159949', '516510', '512400', '515980', '513750', '512170', '159915']","515120.SH:4.3231,159992.SZ:4.2455,561330.SH:3.3315,159949.SZ:3.1794,516510.SH:3.0097,512400.SH:2.9872,515980.SH:2.9409,513750.SH:2.7642,512170.SH:2.7340,159915.SZ:2.6923"
2025-07-30,13:10:00,512170,"['512170', '513750', '159949', '515980', '516510', '512400', '512010', '159915', '159819', '515220']","512170.SH:3.3413,513750.SH:3.3164,159949.SZ:3.2845,515980.SH:3.2649,516510.SH:3.1359,512400.SH:3.1057,512010.SH:3.1018,159915.SZ:2.8132,159819.SZ:2.7458,515220.SH:2.1049"
2025-07-31,13:10:00,560860,"['560860', '515980', '512170', '512010', '513750', '516510', '159949', '159819', '159915', '512400']","560860.SH:4.8745,515980.SH:3.6242,512170.SH:3.5927,512010.SH:3.5845,513750.SH:3.5683,516510.SH:3.4118,159949.SZ:3.1559,159819.SZ:3.1177,159915.SZ:2.7063,512400.SH:2.5285"
2025-08-01,13:10:00,159509,"['159509', '513500', '513100', '501018']","159509.SZ:1.5451,513500.SH:0.5031,513100.SH:0.5014,501018.SH:0.2719"
2025-08-04,13:10:00,518880,['518880'],518880.SH:0.0001
2025-08-05,13:10:00,159509,"['159509', '513290', '513500', '159985', '518880']","159509.SZ:1.1809,513290.SH:0.5151,513500.SH:0.3723,159985.SZ:0.0600,518880.SH:0.0002"
2025-08-06,13:10:00,159509,"['159509', '159985', '161226', '159502', '518880']","159509.SZ:1.1178,159985.SZ:0.0508,161226.SZ:0.0228,159502.SZ:0.0191,518880.SH:0.0010"
2025-08-07,13:10:00,159583,"['159583', '588790', '515050', '515980', '562800', '515120', '159992', '159819', '516510', '513090']","159583.SZ:4.9569,588790.SH:3.9930,515050.SH:3.8270,515980.SH:3.4571,562800.SH:3.1057,515120.SH:3.0790,159992.SZ:2.9969,159819.SZ:2.9409,516510.SH:2.8322,513090.SH:2.7175"
2025-08-08,13:10:00,159583,"['159583', '159363', '588790', '562800', '515050', '515980', '560860', '159819', '588220', '515120']","159583.SZ:4.5582,159363.SZ:4.0971,588790.SH:3.5456,562800.SH:3.3807,515050.SH:3.2905,515980.SH:3.0616,560860.SH:2.4987,159819.SZ:2.4834,588220.SH:2.4813,515120.SH:2.4553"
2025-08-11,13:10:00,159892,"['159892', '159583', '562800', '159363', '588790', '515050', '515980', '159218', '588220', '560860']","159892.SZ:4.3617,159583.SZ:4.0674,562800.SH:3.3594,159363.SZ:3.3286,588790.SH:3.1569,515050.SH:3.0022,515980.SH:2.7215,159218.SZ:2.5079,588220.SH:2.5046,560860.SH:2.3481"
2025-08-12,13:10:00,159583,"['159583', '588790', '513120', '159892', '159363', '562800', '515050', '515980', '159218', '588220']","159583.SZ:3.7300,588790.SH:3.1136,513120.SH:3.0873,159892.SZ:2.9799,159363.SZ:2.9708,562800.SH:2.8530,515050.SH:2.7928,515980.SH:2.7537,159218.SZ:2.5948,588220.SH:2.5282"
2025-08-13,13:10:00,159583,"['159583', '159363', '515050', '515980', '588790', '159218', '588220', '562800', '159892', '513120']","159583.SZ:4.4914,159363.SZ:3.5645,515050.SH:3.3974,515980.SH:3.3940,588790.SH:3.2535,159218.SZ:2.9157,588220.SH:2.7856,562800.SH:2.6084,159892.SZ:2.5248,513120.SH:2.4981"
2025-08-14,13:10:00,159583,"['159583', '515980', '159363', '515050', '588790', '159218', '588220', '159819', '562800', '513120']","159583.SZ:4.9459,515980.SH:4.0038,159363.SZ:3.8619,515050.SH:3.7828,588790.SH:3.2146,159218.SZ:2.7609,588220.SH:2.7511,159819.SZ:2.6645,562800.SH:2.2360,513120.SH:2.2251"
2025-08-15,13:10:00,159583,"['159583', '515980', '515050', '159363', '588790', '588220', '159819', '159218', '588200', '159206']","159583.SZ:4.8356,515980.SH:4.2657,515050.SH:3.9692,159363.SZ:3.8287,588790.SH:3.0111,588220.SH:2.8517,159819.SZ:2.7370,159218.SZ:2.5130,588200.SH:2.3392,159206.SZ:2.1773"
2025-08-18,13:10:00,159363,"['159363', '515050', '588790', '588220', '159819', '588200', '159218', '159206', '159566', '159667']","159363.SZ:4.5862,515050.SH:4.5821,588790.SH:3.6074,588220.SH:3.3879,159819.SZ:3.2871,588200.SH:3.0561,159218.SZ:2.6201,159206.SZ:2.4816,159566.SZ:2.4538,159667.SZ:2.3585"
2025-08-19,13:10:00,588790,"['588790', '159819', '588220', '588200', '159566', '159206', '159218', '159667', '562800', '562500']","588790.SH:3.9788,159819.SZ:3.7543,588220.SH:3.6099,588200.SH:3.4444,159566.SZ:3.3814,159206.SZ:2.6218,159218.SZ:2.5903,159667.SZ:2.5814,562800.SH:2.3842,562500.SH:2.3708"
2025-08-20,13:10:00,588790,"['588790', '159819', '159566', '588200', '588220', '159667', '159206', '159967', '159218', '159949']","588790.SH:4.2023,159819.SZ:4.1644,159566.SZ:3.8585,588200.SH:3.4884,588220.SH:3.3764,159667.SZ:2.5539,159206.SZ:2.4977,159967.SZ:2.4014,159218.SZ:2.3835,159949.SZ:2.3814"
2025-08-21,13:10:00,588200,"['588200', '159566', '588220', '159967', '159949', '516510', '512480', '159667', '159206', '562500']","588200.SH:4.9014,159566.SZ:4.7068,588220.SH:4.0060,159967.SZ:2.9884,159949.SZ:2.9798,516510.SH:2.9639,512480.SH:2.9525,159667.SZ:2.8179,159206.SZ:2.6866,562500.SH:2.6780"
2025-08-22,13:10:00,588220,"['588220', '512480', '516510', '159949', '159967', '159851', '159667', '159915', '159995', '562500']","588220.SH:4.3605,512480.SH:3.8495,516510.SH:3.8087,159949.SZ:3.5784,159967.SZ:3.4648,159851.SZ:3.0285,159667.SZ:2.9755,159915.SZ:2.9659,159995.SZ:2.8908,562500.SH:2.8138"
2025-08-25,13:10:00,588220,"['588220', '159949', '159851', '159995', '159967', '159915', '588080', '159667', '562500', '159206']","588220.SH:4.9997,159949.SZ:4.7665,159851.SZ:4.7213,159995.SZ:4.5299,159967.SZ:4.3341,159915.SZ:3.8372,588080.SH:3.7932,159667.SZ:3.4200,562500.SH:3.2774,159206.SZ:3.1016"
2025-08-26,13:10:00,159915,"['159915', '561980', '159732', '159206', '159667', '159869', '562500', '516520', '515400', '560860']","159915.SZ:4.8829,561980.SH:4.3205,159732.SZ:4.2015,159206.SZ:4.0624,159667.SZ:4.0471,159869.SZ:3.7135,562500.SH:3.6757,516520.SH:3.5073,515400.SH:3.3533,560860.SH:3.2558"
2025-08-27,13:10:00,159667,"['159667', '516520', '159206', '159998', '515400', '562500', '159869', '560860', '159852', '159218']","159667.SZ:4.6783,516520.SH:4.6594,159206.SZ:4.5137,159998.SZ:4.3791,515400.SH:4.3689,562500.SH:4.2307,159869.SZ:4.1196,560860.SH:4.1056,159852.SZ:3.9831,159218.SZ:3.3514"
2025-08-28,13:10:00,516520,"['516520', '560860', '159998', '159206', '515400', '159852', '159667', '513310', '562800', '562500']","516520.SH:4.6244,560860.SH:4.5031,159998.SZ:4.4778,159206.SZ:4.4494,515400.SH:4.3094,159852.SZ:4.1051,159667.SZ:4.0796,513310.SH:3.4029,562800.SH:3.3984,562500.SH:3.3521"
2025-08-29,13:10:00,159667,"['159667', '513310', '512400', '561330', '159218', '562500', '159869', '512980', '515790', '510500']","159667.SZ:4.8561,513310.SH:4.3468,512400.SH:3.9935,561330.SH:3.9620,159218.SZ:3.8196,562500.SH:3.7261,159869.SZ:3.4584,512980.SH:3.1994,515790.SH:3.1592,510500.SH:2.7677"
2025-09-01,13:10:00,513310,"['513310', '562590', '159218', '512980', '562500', '515790', '510500', '159869', '159840', '159755']","513310.SH:4.9893,562590.SH:4.5588,159218.SZ:3.8811,512980.SH:3.5302,562500.SH:3.5287,515790.SH:3.5167,510500.SH:3.0453,159869.SZ:3.0393,159840.SZ:2.7931,159755.SZ:2.7596"
2025-09-02,13:10:00,159840,"['159840', '159755', '515790', '512980', '515030', '517520', '562500', '510500', '159870', '512050']","159840.SZ:3.9547,159755.SZ:3.9034,515790.SH:3.7425,512980.SH:3.3298,515030.SH:3.2849,517520.SH:3.2577,562500.SH:3.1039,510500.SH:3.0781,159870.SZ:2.6935,512050.SH:2.5499"
2025-09-03,13:10:00,517520,"['517520', '515030', '515790', '512980', '562500', '510500', '512050', '159870', '510300', '159869']","517520.SH:4.3254,515030.SH:4.0723,515790.SH:3.9605,512980.SH:3.2420,562500.SH:2.9481,510500.SH:2.8649,512050.SH:2.6558,159870.SZ:2.5029,510300.SH:2.2212,159869.SZ:2.0176"
2025-09-04,13:10:00,515790,"['515790', '515030', '516520', '512980', '512050', '159870', '510500', '510300', '562500', '159869']","515790.SH:4.8425,515030.SH:4.4418,516520.SH:3.8910,512980.SH:2.4569,512050.SH:2.2712,159870.SZ:2.1288,510500.SH:2.0927,510300.SH:1.9400,562500.SH:1.8101,159869.SZ:1.3493"
2025-09-05,13:10:00,161226,"['161226', '159502', '159518', '513290', '518880', '513400', '159980', '513520', '513500', '159509']","161226.SZ:0.8413,159502.SZ:0.6655,159518.SZ:0.5862,513290.SH:0.5140,518880.SH:0.3006,513400.SH:0.2324,159980.SZ:0.0578,513520.SH:0.0389,513500.SH:0.0041,159509.SZ:0.0034"
2025-09-08,13:10:00,161226,"['161226', '159502', '513290', '518880', '513520', '513500', '159985', '159509']","161226.SZ:0.8331,159502.SZ:0.8233,513290.SH:0.5762,518880.SH:0.3959,513520.SH:0.0351,513500.SH:0.0029,159985.SZ:0.0026,159509.SZ:0.0005"
2025-09-09,13:10:00,562800,"['562800', '512480', '159732', '159967', '516510', '159870', '588220', '516520', '159667', '513310']","562800.SH:4.6751,512480.SH:4.0629,159732.SZ:3.9763,159967.SZ:3.8535,516510.SH:3.3042,159870.SZ:2.3995,588220.SH:2.3791,516520.SH:2.3071,159667.SZ:2.2732,513310.SH:2.2530"
2025-09-10,13:10:00,588080,"['588080', '512400', '588200', '159995', '588790', '562800', '159732', '159967', '512480', '516510']","588080.SH:4.9779,512400.SH:4.9586,588200.SH:4.7069,159995.SZ:4.4207,588790.SH:4.3352,562800.SH:3.2974,159732.SZ:3.1287,159967.SZ:3.0141,512480.SH:2.4804,516510.SH:2.2228"
2025-09-11,13:10:00,512400,"['512400', '560860', '588080', '588200', '159995', '588790', '159732', '159967', '562800', '513310']","512400.SH:4.5286,560860.SH:4.4209,588080.SH:4.4206,588200.SH:3.9338,159995.SZ:3.8206,588790.SH:3.3127,159732.SZ:3.0974,159967.SZ:2.7999,562800.SH:2.6679,513310.SH:2.3008"
2025-09-12,13:10:00,512400,"['512400', '560860', '588080', '588200', '159995', '159732', '588790', '159967', '513310', '562800']","512400.SH:4.6635,560860.SH:4.3886,588080.SH:3.9360,588200.SH:3.5579,159995.SZ:3.4801,159732.SZ:3.4116,588790.SH:2.8444,159967.SZ:2.7943,513310.SH:2.6486,562800.SH:2.3943"
2025-09-15,13:10:00,512400,"['512400', '560860', '588080', '513310', '159732', '159995', '588200', '159967', '159667', '562800']","512400.SH:4.6764,560860.SH:4.1206,588080.SH:3.3726,513310.SH:3.1999,159732.SZ:3.1550,159995.SZ:3.1033,588200.SH:3.0125,159967.SZ:2.4423,159667.SZ:2.2469,562800.SH:2.1751"
2025-09-16,13:10:00,159819,"['159819', '561330', '512400', '513310', '159732', '560860', '588080', '159995', '588200', '159667']","159819.SZ:4.5441,561330.SH:4.5159,512400.SH:3.6909,513310.SH:3.5990,159732.SZ:3.0264,560860.SH:2.9120,588080.SH:2.8819,159995.SZ:2.6918,588200.SH:2.5988,159667.SZ:2.2596"
2025-09-17,13:10:00,159363,"['159363', '513310', '561330', '159819', '512400', '159732', '159667', '159869', '588080', '159995']","159363.SZ:4.2099,513310.SH:4.1092,561330.SH:3.9448,159819.SZ:3.6349,512400.SH:3.1462,159732.SZ:3.1052,159667.SZ:2.6227,159869.SZ:2.5683,588080.SH:2.4959,159995.SZ:2.4115"
2025-09-18,13:10:00,515790,"['515790', '159363', '159732', '159819', '159869', '159667', '561330', '159605', '159995', '588200']","515790.SH:4.7305,159363.SZ:3.6637,159732.SZ:3.5415,159819.SZ:3.4758,159869.SZ:3.2427,159667.SZ:3.1470,561330.SH:3.0601,159605.SZ:2.7521,159995.SZ:2.7463,588200.SH:2.6814"
2025-09-19,13:10:00,515980,"['515980', '515790', '159732', '159869', '159605', '159667', '159583', '159819', '159363', '159995']","515980.SH:3.8963,515790.SH:3.5355,159732.SZ:3.2343,159869.SZ:3.2275,159605.SZ:2.9889,159667.SZ:2.8600,159583.SZ:2.6303,159819.SZ:2.4431,159363.SZ:2.4131,159995.SZ:2.3467"
2025-09-22,13:10:00,515880,"['515880', '159915', '159732', '515980', '159605', '159869', '159667', '515790', '513330', '588200']","515880.SH:4.6711,159915.SZ:4.5849,159732.SZ:3.3247,515980.SH:3.1848,159605.SZ:3.0850,159869.SZ:2.8067,159667.SZ:2.7613,515790.SH:2.5590,513330.SH:2.2431,588200.SH:2.2085"
2025-09-23,13:10:00,517520,"['517520', '159915', '515880', '159732', '159605', '515980', '513330', '159869', '588200', '561980']","517520.SH:4.3909,159915.SZ:3.8160,515880.SH:3.4726,159732.SZ:3.4112,159605.SZ:2.8913,515980.SH:2.4388,513330.SH:2.3338,159869.SZ:2.2995,588200.SH:2.1030,561980.SH:1.9752"
2025-09-24,13:10:00,159915,"['159915', '159732', '517520', '561980', '515880', '159605', '588200', '513330', '159995', '515980']","159915.SZ:4.0264,159732.SZ:3.9749,517520.SH:3.6998,561980.SH:3.6005,515880.SH:3.3860,159605.SZ:3.0486,588200.SH:2.9330,513330.SH:2.7571,159995.SZ:2.5452,515980.SH:2.4766"
2025-09-25,13:10:00,159732,"['159732', '159915', '588200', '562590', '159605', '159516', '513330', '515880', '159869', '159995']","159732.SZ:4.7048,159915.SZ:4.2405,588200.SH:3.5845,562590.SH:3.4856,159605.SZ:3.4326,159516.SZ:3.4193,513330.SH:3.3308,515880.SH:3.2898,159869.SZ:3.0688,159995.SZ:3.0532"
2025-09-26,13:10:00,159732,"['159732', '588170', '588200', '159915', '513330', '159995', '159605', '516520', '515880', '512480']","159732.SZ:4.4525,588170.SH:3.9850,588200.SH:3.7518,159915.SZ:3.7200,513330.SH:3.1824,159995.SZ:3.0366,159605.SZ:3.0216,516520.SH:2.6526,515880.SH:2.4951,512480.SH:2.4574"
2025-09-29,13:10:00,159949,"['159949', '588200', '159995', '159915', '513330', '512480', '159605', '513180', '161226', '159509']","159949.SZ:4.7496,588200.SH:4.5270,159995.SZ:3.4028,159915.SZ:3.3454,513330.SH:3.0110,512480.SH:2.9308,159605.SZ:2.7065,513180.SH:2.2822,161226.SZ:2.2005,159509.SZ:2.1981"
2025-09-30,13:10:00,159995,"['159995', '159949', '512480', '513330', '159915', '588080', '159605', '513180', '161226', '159509']","159995.SZ:4.9211,159949.SZ:4.8190,512480.SH:4.4163,513330.SH:3.6191,159915.SZ:3.4532,588080.SH:3.0085,159605.SZ:2.8605,513180.SH:2.6688,161226.SZ:2.5581,159509.SZ:2.5396"
2025-10-09,13:10:00,159949,"['159949', '513330', '588080', '515050', '159915', '513180', '516520', '159605', '161226', '159509']","159949.SZ:4.7688,513330.SH:4.5278,588080.SH:4.3035,515050.SH:3.5508,159915.SZ:3.4897,513180.SH:3.4882,516520.SH:3.3476,159605.SZ:3.1707,161226.SZ:3.0871,159509.SZ:2.9963"
2025-10-10,13:10:00,513330,"['513330', '161226', '159509', '159326', '513180', '515050', '159605', '518880', '159502', '513100']","513330.SH:3.7981,161226.SZ:3.4287,159509.SZ:3.3467,159326.SZ:2.9500,513180.SH:2.9473,515050.SH:2.6739,159605.SZ:2.4152,518880.SH:1.8598,159502.SZ:1.8100,513100.SH:1.6557"
2025-10-13,13:10:00,161226,"['161226', '159326', '159502', '518880', '513100', '520830', '512200', '513520', '510500', '513500']","161226.SZ:4.0207,159326.SZ:3.1508,159502.SZ:2.2507,518880.SH:2.1576,513100.SH:1.7315,520830.SH:1.1363,512200.SH:0.9548,513520.SH:0.9539,510500.SH:0.8697,513500.SH:0.7948"
2025-10-14,13:10:00,159326,"['159326', '159509', '518880', '159502', '560860', '513100', '520830', '512200', '513520', '510500']","159326.SZ:3.5120,159509.SZ:3.1682,518880.SH:2.7298,159502.SZ:2.5513,560860.SH:2.0775,513100.SH:1.7662,520830.SH:1.4686,512200.SH:1.0475,513520.SH:0.9420,510500.SH:0.8590"
2025-10-15,13:10:00,518880,"['518880', '159502', '159509', '520830', '513100', '513520', '513290', '159980', '513400', '513030']","518880.SH:3.2026,159502.SZ:2.7157,159509.SZ:2.5789,520830.SH:1.7786,513100.SH:1.6162,513520.SH:1.0025,513290.SH:0.5794,159980.SZ:0.3611,513400.SH:0.1292,513030.SH:0.0061"
2025-10-16,13:10:00,518880,"['518880', '159502', '159509', '520830', '513100', '513520', '513290', '159980', '513030']","518880.SH:4.0692,159502.SZ:3.0908,159509.SZ:2.4833,520830.SH:2.0204,513100.SH:1.4335,513520.SH:1.2251,513290.SH:0.7134,159980.SZ:0.4183,513030.SH:0.0162"
2025-10-17,13:10:00,159502,"['159502', '159509', '520830', '513520', '513290']","159502.SZ:3.5619,159509.SZ:2.4754,520830.SH:2.1695,513520.SH:1.2089,513290.SH:0.8941"
2025-10-20,13:10:00,159502,"['159502', '159509', '520830', '513520', '513100', '513290', '159980', '513500', '513400']","159502.SZ:4.0860,159509.SZ:2.5557,520830.SH:2.2368,513520.SH:1.5449,513100.SH:1.2072,513290.SH:1.1263,159980.SZ:0.4201,513500.SH:0.3537,513400.SH:0.0356"
2025-10-21,13:10:00,159502,"['159502', '159509', '520830', '513520', '513290', '513100', '159980', '513500', '513400', '513030']","159502.SZ:4.7548,159509.SZ:2.8154,520830.SH:2.2285,513520.SH:1.9966,513290.SH:1.4479,513100.SH:1.3108,159980.SZ:0.4258,513500.SH:0.3922,513400.SH:0.0492,513030.SH:0.0473"
