date,value,positions,positions_raw
2023-12-29,6020387.14,['513290'],513290.XSHG:5265800:6008277.80
2024-01-02,5999319.04,['513290'],513290.XSHG:5265900:5987328.30
2024-01-03,6136226.84,['513290'],513290.XSHG:5265600:6123892.80
2024-01-04,6073035.84,['513290'],513290.XSHG:5265800:6060935.80
2024-01-05,6094094.84,['513290'],513290.XSHG:5265600:6081768.00
2024-01-08,6099355.84,['513290'],513290.XSHG:5265700:6087149.20
2024-01-09,6267853.24,['513290'],513290.XSHG:5265400:6255295.20
2024-01-10,6236260.84,['513290'],513290.XSHG:5265400:6223702.80
2024-01-11,6236260.84,['513290'],513290.XSHG:5265400:6223702.80
2024-01-12,6136212.64,['513290'],513290.XSHG:5265600:6123892.80
2024-01-15,6279926.82,['513520'],513520.XSHG:4112900:6268059.60
2024-01-16,6012793.42,['513520'],513520.XSHG:4111800:5999116.20
2024-01-17,6203067.12,['513500'],513500.XSHG:3847800:6191110.20
2024-01-18,6229712.0,['159509'],159509.XSHE:5576600:6217909.00
2024-01-19,6475415.54,['513520'],513520.XSHG:4426800:6463128.00
2024-01-22,6882629.94,['513520'],513520.XSHG:4426100:6869307.20
2024-01-23,7218983.04,['513520'],513520.XSHG:4425600:7204876.80
2024-01-24,7341338.24,['159509'],159509.XSHE:6204200:7327160.20
2024-01-25,7366149.04,['159509'],159509.XSHE:6203700:7351384.50
2024-01-26,7273088.34,['159509'],159509.XSHE:6203800:7258446.00
2024-01-29,7366145.34,['159509'],159509.XSHE:6203800:7351503.00
2024-01-30,7502623.94,['159509'],159509.XSHE:6203400:7487503.80
2024-01-31,7285499.54,['159509'],159509.XSHE:6203800:7270853.60
2024-02-01,7174138.15,['501018'],501018.XSHG:5854800:7160420.40
2024-02-02,7032353.09,['159509'],159509.XSHE:5898300:7018977.00
2024-02-05,7162109.89,['159509'],159509.XSHE:5897500:7147770.00
2024-02-06,7268259.49,['159509'],159509.XSHE:5897300:7253679.00
2024-02-07,7197486.99,['159509'],159509.XSHE:5897400:7183033.20
2024-02-08,7439273.59,['159509'],159509.XSHE:5897100:7424448.90
2024-02-19,7439268.19,['159509'],159509.XSHE:5897000:7424323.00
2024-02-20,7421572.59,['159509'],159509.XSHE:5897100:7406757.60
2024-02-21,7291831.49,['159509'],159509.XSHE:5897200:7277144.80
2024-02-22,7557198.09,['159509'],159509.XSHE:5896900:7542135.10
2024-02-23,7828448.09,['159509'],159509.XSHE:5896500:7812862.50
2024-02-26,7722307.39,['159509'],159509.XSHE:5896400:7706594.80
2024-02-27,7734095.09,['159509'],159509.XSHE:5896500:7718518.50
2024-02-28,7881507.59,['159509'],159509.XSHE:5896500:7865931.00
2024-02-29,7840227.69,['159509'],159509.XSHE:5896300:7824390.10
2024-03-01,8099657.79,['159509'],159509.XSHE:5896000:8083416.00
2024-03-04,8391956.04,['159998'],159998.XSHE:10522500:8375910.00
2024-03-05,8385798.1,['159967'],159967.XSHE:19833300:8369652.60
2024-03-06,8346641.12,['159995'],159995.XSHE:9370800:8330641.20
2024-03-07,8149852.32,['159995'],159995.XSHE:9370300:8133420.40
2024-03-08,8367190.4,['159516'],159516.XSHE:9756300:8351392.80
2024-03-11,8446778.61,['513310'],513310.XSHG:6717800:8430839.00
2024-03-12,8454798.2,['159949'],159949.XSHE:10443800:8438590.40
2024-03-13,8486787.33,['512980'],512980.XSHG:11029600:8470732.80
2024-03-14,8275572.83,['159851'],159851.XSHE:8541700:8259823.90
2024-03-15,8299795.59,['159995'],159995.XSHE:9339500:8284136.50
2024-03-18,8554912.73,['159516'],159516.XSHE:9803400:8538761.40
2024-03-19,8458131.77,['159998'],159998.XSHE:10781500:8441914.50
2024-03-20,8597329.89,['515980'],515980.XSHG:10024500:8580972.00
2024-03-21,8639836.87,['561330'],561330.XSHG:8844600:8623485.00
2024-03-22,8386743.77,['515880'],515880.XSHG:6958200:8370714.60
2024-03-25,8420886.43,['159518'],159518.XSHE:7989400:8404848.80
2024-03-26,8532736.33,['159518'],159518.XSHE:7988300:8515527.80
2024-03-27,8420895.73,['159518'],159518.XSHE:7988600:8404007.20
2024-03-28,8556696.53,['159518'],159518.XSHE:7988400:8539599.60
2024-03-29,8748411.63,['159518'],159518.XSHE:7988100:8730993.30
2024-04-01,8788346.53,['159518'],159518.XSHE:7987900:8770714.20
2024-04-02,8888396.61,['517520'],517520.XSHG:7313700:8871518.10
2024-04-03,9081839.05,['159518'],159518.XSHE:8050200:9064525.20
2024-04-08,9033539.25,['159518'],159518.XSHE:8049400:9015328.00
2024-04-09,8953039.65,['159518'],159518.XSHE:8049600:8935056.00
2024-04-10,8936935.85,['159518'],159518.XSHE:8049700:8919067.60
2024-04-11,8929255.31,['161226'],161226.XSHE:10013700:8912193.00
2024-04-12,9269702.61,['161226'],161226.XSHE:10012200:9251272.80
2024-04-15,9239666.01,['161226'],161226.XSHE:10012200:9221236.20
2024-04-16,9187206.7,['518880'],518880.XSHG:1681800:9169173.60
2024-04-17,9202337.7,['518880'],518880.XSHG:1681700:9183763.70
2024-04-18,9175430.5,['518880'],518880.XSHG:1681700:9156856.50
2024-04-19,9219154.7,['518880'],518880.XSHG:1681700:9200580.70
2024-04-22,8996483.61,['159980'],159980.XSHE:5169300:8979074.10
2024-04-23,8748355.81,['159980'],159980.XSHE:5169100:8730609.90
2024-04-24,8893085.61,['159980'],159980.XSHE:5169000:8875173.00
2024-04-25,8975789.61,['159980'],159980.XSHE:5169000:8957877.00
2024-04-26,9089501.41,['159980'],159980.XSHE:5168800:9071244.00
2024-04-29,9037813.41,['159980'],159980.XSHE:5168800:9019556.00
2024-04-30,9130851.81,['159980'],159980.XSHE:5168800:9112594.40
2024-05-06,9161859.11,['159980'],159980.XSHE:5168700:9143430.30
2024-05-07,9079154.11,['159980'],159980.XSHE:5168800:9060906.40
2024-05-08,8928154.57,['513330'],513330.XSHG:23085500:8911003.00
2024-05-09,9089750.87,['513330'],513330.XSHG:23082700:9071501.10
2024-05-10,9066663.47,['513330'],513330.XSHG:23082600:9048379.20
2024-05-13,9297483.27,['513330'],513330.XSHG:23082000:9278964.00
2024-05-14,9411014.52,['513180'],513180.XSHG:17109500:9393115.50
2024-05-15,9352933.13,['510900'],510900.XSHG:10995400:9335094.60
2024-05-16,9491230.54,['159985'],159985.XSHE:4122300:9473045.40
2024-05-17,9602521.24,['159985'],159985.XSHE:4121900:9583417.50
2024-05-20,9558908.45,['513920'],513920.XSHG:7756700:9540741.00
2024-05-21,9432618.79,['513630'],513630.XSHG:7904800:9414616.80
2024-05-22,9464237.49,['513630'],513630.XSHG:7903900:9445160.50
2024-05-23,9361482.09,['513630'],513630.XSHG:7904200:9342764.40
2024-05-24,9232895.08,['159985'],159985.XSHE:3968600:9215089.20
2024-05-27,9215181.02,['513100'],513100.XSHG:6693900:9197418.60
2024-05-28,9138649.71,['161226'],161226.XSHE:9012900:9121054.80
2024-05-29,9297139.75,['159509'],159509.XSHE:6286900:9279464.40
2024-05-30,9113181.8,['511880'],511880.XSHG:90100:9083521.60
2024-05-31,9113356.4,['511880'],511880.XSHG:90200:9093783.60
2024-06-03,9111898.33,['159509'],159509.XSHE:6170000:9094580.00
2024-06-04,9050201.73,['159509'],159509.XSHE:6169300:9031855.20
2024-06-05,9130402.63,['159509'],159509.XSHE:6169300:9112056.10
2024-06-06,9500558.13,['159509'],159509.XSHE:6168800:9481445.60
2024-06-07,9568409.93,['159509'],159509.XSHE:6168700:9549147.60
2024-06-11,9679440.93,['159509'],159509.XSHE:6168600:9660027.60
2024-06-12,9944683.93,['159509'],159509.XSHE:6168300:9924794.70
2024-06-13,10024888.33,['159509'],159509.XSHE:6167800:10004171.60
2024-06-14,10115386.05,['513100'],513100.XSHG:7035600:10096086.00
2024-06-17,10140796.4,['513310'],513310.XSHG:7387900:10121423.00
2024-06-18,10236834.1,['513310'],513310.XSHG:7387100:10216359.30
2024-06-19,10244221.2,['513310'],513310.XSHG:7387100:10223746.40
2024-06-20,10281153.7,['513310'],513310.XSHG:7386900:10260404.10
2024-06-21,10192508.9,['513310'],513310.XSHG:7387200:10172174.40
2024-06-24,10072726.41,['513100'],513100.XSHG:6962300:10053561.20
2024-06-25,9978485.78,['513500'],513500.XSHG:5222600:9959498.20
2024-06-26,10077227.88,['513100'],513100.XSHG:6908000:10058048.00
2024-06-27,10070314.88,['513100'],513100.XSHG:6907300:10050121.50
2024-06-28,10198560.72,['159509'],159509.XSHE:5949200:10179081.20
2024-07-01,10234244.92,['159509'],159509.XSHE:5948600:10213746.20
2024-07-02,10115267.42,['159509'],159509.XSHE:5948700:10094943.90
2024-07-03,10011431.36,['513100'],513100.XSHG:6657000:9992157.00
2024-07-04,10071360.16,['513100'],513100.XSHG:6656200:10050862.00
2024-07-05,10197824.16,['513100'],513100.XSHG:6656300:10177482.70
2024-07-08,10350911.66,['513100'],513100.XSHG:6656100:10330267.20
2024-07-09,10457404.26,['513100'],513100.XSHG:6655900:10436451.20
2024-07-10,10407525.85,['513520'],513520.XSHG:6553800:10387773.00
2024-07-11,10335443.45,['513520'],513520.XSHG:6553000:10314422.00
2024-07-12,9993248.85,['513500'],513500.XSHG:5052800:9974227.20
2024-07-15,10216546.93,['513400'],513400.XSHG:9424300:10197092.60
2024-07-16,10254237.13,['513400'],513400.XSHG:9423300:10233703.80
2024-07-17,10746833.43,['513520'],513520.XSHG:7056800:10726336.00
2024-07-18,10570405.23,['513520'],513520.XSHG:7056400:10549318.00
2024-07-19,10415159.03,['513520'],513520.XSHG:7056500:10394224.50
2024-07-22,10303991.7,['513290'],513290.XSHG:8003300:10284240.50
2024-07-23,10568087.6,['513290'],513290.XSHG:8002300:10547031.40
2024-07-24,10341346.81,['511880'],511880.XSHG:102100:10314346.20
2024-07-25,10341551.01,['511880'],511880.XSHG:102100:10314550.40
2024-07-26,10414750.45,['159502'],159502.XSHE:9331300:10395068.20
2024-07-29,10442736.05,['159502'],159502.XSHE:9330200:10421833.40
2024-07-30,10197852.96,['513400'],513400.XSHG:9415700:10178371.70
2024-07-31,10282582.96,['513400'],513400.XSHG:9414800:10262132.00
2024-08-01,10413187.33,['159502'],159502.XSHE:9500500:10393547.00
2024-08-02,10209299.17,['518880'],518880.XSHG:1850900:10189204.50
2024-08-05,10020951.83,['511880'],511880.XSHG:98900:9996713.10
2024-08-06,10020951.83,['511880'],511880.XSHG:98900:9996713.10
2024-08-07,10021446.33,['511880'],511880.XSHG:98900:9997207.60
2024-08-08,10020951.83,['511880'],511880.XSHG:98900:9996713.10
2024-08-09,10022534.23,['511880'],511880.XSHG:98900:9998295.50
2024-08-12,10022929.83,['511880'],511880.XSHG:98900:9998691.10
2024-08-13,10023127.63,['511880'],511880.XSHG:98900:9998888.90
2024-08-14,10023325.43,['511880'],511880.XSHG:98900:9999086.70
2024-08-15,10023622.13,['511880'],511880.XSHG:98900:9999383.40
2024-08-16,10025105.63,['511880'],511880.XSHG:98900:10000866.90
2024-08-19,10025204.53,['511880'],511880.XSHG:98900:10000965.80
2024-08-20,10025896.83,['511880'],511880.XSHG:98900:10001658.10
2024-08-21,10032344.92,['518880'],518880.XSHG:1808400:10013110.80
2024-08-22,10007020.72,['518880'],518880.XSHG:1808200:9986688.60
2024-08-23,9972664.92,['518880'],518880.XSHG:1808200:9952332.80
2024-08-26,10034143.72,['518880'],518880.XSHG:1808200:10013811.60
2024-08-27,10026910.92,['518880'],518880.XSHG:1808200:10006578.80
2024-08-28,10041951.76,['513520'],513520.XSHG:6713200:10022807.60
2024-08-29,9978887.0,['513030'],513030.XSHG:7038700:9959760.50
2024-08-30,9964804.6,['513030'],513030.XSHG:7038100:9944835.30
2024-09-02,9992957.0,['513030'],513030.XSHG:7038100:9972987.70
2024-09-03,10035180.2,['513030'],513030.XSHG:7038000:10015074.00
2024-09-04,9786896.87,['511880'],511880.XSHG:96500:9764545.50
2024-09-05,9784654.34,['159529'],159529.XSHE:8782400:9766028.80
2024-09-06,9793436.74,['159529'],159529.XSHE:8781400:9773698.20
2024-09-09,9759313.15,"['159529', '159985']",159529.XSHE:3190100:3528250.60|159985.XSHE:3176100:6231508.20
2024-09-10,9736909.78,['159529'],159529.XSHE:8676800:9718016.00
2024-09-11,9780285.78,['159529'],159529.XSHE:8676200:9760725.00
2024-09-12,9841013.98,['159529'],159529.XSHE:8676100:9821345.20
2024-09-13,9893065.58,['159529'],159529.XSHE:8675900:9873174.20
2024-09-18,9940925.05,['159985'],159985.XSHE:4983400:9921949.40
2024-09-19,9721654.05,['159985'],159985.XSHE:4983100:9702095.70
2024-09-20,9659401.09,['159529'],159529.XSHE:8479300:9640964.10
2024-09-23,9735707.09,['159529'],159529.XSHE:8478400:9716246.40
2024-09-24,9856373.75,['159851'],159851.XSHE:11739600:9837784.80
2024-09-25,10079442.15,['159851'],159851.XSHE:11737500:10059037.50
2024-09-26,10689783.15,['159851'],159851.XSHE:11737400:10669296.60
2024-09-27,12029495.0,['512200'],512200.XSHG:7827300:12007078.20
2024-09-30,13072128.37,['159605'],159605.XSHE:12791500:13047330.00
2024-10-08,13512672.34,['512980'],512980.XSHG:16754600:13487453.00
2024-10-09,12299607.07,['511380'],511380.XSHG:1130200:12276232.40
2024-10-10,12320229.07,['159980'],159980.XSHE:7229000:12296529.00
2024-10-11,12370829.17,['159980'],159980.XSHE:7228300:12345936.40
2024-10-14,12416261.4,['512800'],512800.XSHG:8570200:12392509.20
2024-10-15,12181589.25,['517520'],517520.XSHG:10338500:12158076.00
2024-10-16,12406482.11,['515220'],515220.XSHG:10362200:12382829.00
2024-10-17,12442538.43,['161226'],161226.XSHE:13268000:12418848.00
2024-10-18,12495618.23,['161226'],161226.XSHE:13266400:12470416.00
2024-10-21,13185466.03,['161226'],161226.XSHE:13265200:13159078.40
2024-10-22,13209359.45,['513970'],513970.XSHG:15584200:13184233.20
2024-10-23,13359950.64,['159928'],159928.XSHE:15950100:13334283.60
2024-10-24,13146359.09,['159883'],159883.XSHE:25727900:13121229.00
2024-10-25,13249562.13,['159605'],159605.XSHE:13964200:13224097.40
2024-10-28,13381141.8,['513180'],513180.XSHG:21472400:13355832.80
2024-10-29,13430241.98,['512170'],512170.XSHG:38518800:13404542.40
2024-10-30,13288473.69,['562500'],562500.XSHG:18395800:13263371.80
2024-10-31,13161574.72,['518880'],518880.XSHG:2152400:13136097.20
2024-11-01,13049645.92,['518880'],518880.XSHG:2152200:13022962.20
2024-11-04,13028399.89,['159502'],159502.XSHE:12314100:13003689.60
2024-11-05,13063030.01,['159638'],159638.XSHE:14833100:13038294.90
2024-11-06,12994534.0,['159516'],159516.XSHE:11758200:12969294.60
2024-11-07,13443773.61,['561980'],561980.XSHG:9773300:13418740.90
2024-11-08,13805400.71,['561980'],561980.XSHG:9771300:13777533.00
2024-11-11,14888217.71,['159998'],159998.XSHE:14771500:14860129.00
2024-11-12,14543870.63,['516510'],516510.XSHG:11725200:14515797.60
2024-11-13,14950072.16,['512880'],512880.XSHG:11603300:14921843.80
2024-11-14,14698769.17,['512200'],512200.XSHG:8896500:14670328.50
2024-11-15,14411699.61,['159529'],159529.XSHE:11694500:14384235.00
2024-11-18,14610486.71,['159529'],159529.XSHE:11693300:14581545.10
2024-11-19,14633873.81,['159529'],159529.XSHE:11692800:14604307.20
2024-11-20,14680645.01,['159529'],159529.XSHE:11692800:14651078.40
2024-11-21,14587098.51,['159529'],159529.XSHE:11693100:14557909.50
2024-11-22,14708166.72,['159518'],159518.XSHE:14048100:14680264.50
2024-11-25,14820543.12,['159518'],159518.XSHE:14046400:14790859.20
2024-11-26,14564271.2,['159529'],159529.XSHE:10665000:14536395.00
2024-11-27,15939952.2,['159529'],159529.XSHE:10662800:15908897.60
2024-11-28,16699677.54,['159518'],159518.XSHE:16214000:16667992.00
2024-11-29,16764521.74,['159518'],159518.XSHE:16212300:16731093.60
2024-12-02,16748304.24,['159518'],159518.XSHE:16212200:16714778.20
2024-12-03,16683451.04,['159518'],159518.XSHE:16212400:16650134.80
2024-12-04,16606551.68,['513500'],513500.XSHG:7476300:16574957.10
2024-12-05,16726163.88,['513500'],513500.XSHG:7475400:16692568.20
2024-12-06,16688782.38,['513500'],513500.XSHG:7475500:16655414.00
2024-12-09,16681301.98,['513500'],513500.XSHG:7475400:16647715.80
2024-12-10,16522395.24,['159529'],159529.XSHE:11898200:16490905.20
2024-12-11,16581881.24,['159529'],159529.XSHE:11896900:16548587.90
2024-12-12,16653257.74,['159529'],159529.XSHE:11896800:16619829.60
2024-12-13,16456517.75,['512980'],512980.XSHG:18664600:16424848.00
2024-12-16,16166151.55,['159529'],159529.XSHE:11492400:16135329.60
2024-12-17,17097008.95,['159529'],159529.XSHE:11490200:17062947.00
2024-12-18,17866876.75,['159529'],159529.XSHE:11488800:17830617.60
2024-12-19,16626034.35,['159529'],159529.XSHE:11489300:16590549.20
2024-12-20,16001632.28,['511880'],511880.XSHG:157200:15967747.20
2024-12-23,16124932.74,['513100'],513100.XSHG:9742400:16094444.80
2024-12-24,16085976.14,['513100'],513100.XSHG:9741200:16053497.60
2024-12-25,16859618.53,['159529'],159529.XSHE:10330700:16828710.30
2024-12-26,17086832.93,['159529'],159529.XSHE:10329100:17053344.10
2024-12-27,16415546.43,['159529'],159529.XSHE:10328100:16380366.60
2024-12-30,16646062.77,['515050'],515050.XSHG:14032400:16614361.60
2024-12-31,16042670.57,['515050'],515050.XSHG:14031800:16010283.80
2025-01-02,15673170.44,['501018'],501018.XSHG:12484700:15643329.10
2025-01-03,15838937.2,['159509'],159509.XSHE:9752400:15808640.40
2025-01-06,16219265.4,['159509'],159509.XSHE:9751100:16186826.00
2025-01-07,16229023.1,['159509'],159509.XSHE:9750700:16195912.70
2025-01-08,16296960.54,['159529'],159529.XSHE:9424300:16266341.80
2025-01-09,16815605.25,['501018'],501018.XSHG:13174000:16783676.00
2025-01-10,17039548.65,['501018'],501018.XSHG:13172400:17005568.40
2025-01-13,17803535.15,['501018'],501018.XSHG:13171300:17768083.70
2025-01-14,17173852.94,['159518'],159518.XSHE:15386300:17140338.20
2025-01-15,17973894.74,['159518'],159518.XSHE:15385500:17939493.00
2025-01-16,17973940.54,"['159518', '501018']",159518.XSHE:15385500:17939493.00|501018.XSHG:25400:34442.40
2025-01-17,18492175.88,['520830'],520830.XSHG:15522900:18456728.10
2025-01-20,18461127.68,['520830'],520830.XSHG:15521600:18424139.20
2025-01-21,18668636.33,['513030'],513030.XSHG:10795800:18633550.80
2025-01-22,19629364.03,['513030'],513030.XSHG:10794100:19591291.50
2025-01-23,19629329.93,"['513030', '501018']",513030.XSHG:10794100:19591291.50|501018.XSHG:29100:37917.30
2025-01-24,19847682.22,['513310'],513310.XSHG:12897000:19809792.00
2025-01-27,19714577.83,['159985'],159985.XSHE:10302300:19677393.00
2025-02-05,20518135.13,['159985'],159985.XSHE:10300400:20477195.20
2025-02-06,20322423.53,['159985'],159985.XSHE:10300600:20281881.40
2025-02-07,20153373.55,['562500'],562500.XSHG:22349700:20114730.00
2025-02-10,19966924.11,['513030'],513030.XSHG:12354900:19928453.70
2025-02-11,20109022.96,['562500'],562500.XSHG:22153000:20070618.00
2025-02-12,20356711.1,['159998'],159998.XSHE:20137000:20318233.00
2025-02-13,19931912.72,['159851'],159851.XSHE:12736200:19893944.40
2025-02-14,20410492.13,['510900'],510900.XSHG:18880300:20371843.70
2025-02-17,20599269.13,['510900'],510900.XSHG:18878200:20558359.80
2025-02-18,20540207.13,['159732'],159732.XSHE:23509400:20500196.80
2025-02-19,20986715.15,['513120'],513120.XSHG:25513900:20946911.90
2025-02-20,21296659.43,['512170'],512170.XSHG:59045200:21256272.00
2025-02-21,21532815.73,['512170'],512170.XSHG:59038700:21490086.80
2025-02-24,21198441.23,['588220'],588220.XSHG:20305500:21158331.00
2025-02-25,21275594.67,['512170'],512170.XSHG:60844700:21234800.30
2025-02-26,21473740.38,['588220'],588220.XSHG:20181800:21433071.60
2025-02-27,21453525.58,['588220'],588220.XSHG:20180400:21411404.40
2025-02-28,20376845.18,['561980'],561980.XSHG:14812400:20337425.20
2025-03-03,20504632.01,['159985'],159985.XSHE:10032300:20465892.00
2025-03-04,20273886.11,['159985'],159985.XSHE:10031300:20233132.10
2025-03-05,19813683.89,['518880'],518880.XSHG:3020600:19775868.20
2025-03-06,19777430.19,['518880'],518880.XSHG:3020300:19737660.50
2025-03-07,19278453.52,['159323'],159323.XSHE:15307000:19240899.00
2025-03-10,19060350.45,['159892'],159892.XSHE:33611500:19024109.00
2025-03-11,19026740.95,['159892'],159892.XSHE:33608000:18988520.00
2025-03-12,18878318.37,['159323'],159323.XSHE:14685800:18841881.40
2025-03-13,18746136.97,['159323'],159323.XSHE:14685100:18708817.40
2025-03-14,19036038.74,['513030'],513030.XSHG:10963500:18999745.50
2025-03-17,19350911.61,['159323'],159323.XSHE:14879900:19314110.20
2025-03-18,19871692.11,['159323'],159323.XSHE:14877700:19831974.10
2025-03-19,19737788.81,['159323'],159323.XSHE:14877600:19697942.40
2025-03-20,19693155.21,['159323'],159323.XSHE:14877400:19653045.40
2025-03-21,18813000.14,['517520'],517520.XSHG:14601100:18777014.60
2025-03-24,18751511.4,['513030'],513030.XSHG:10380200:18715500.60
2025-03-25,18520450.52,['159980'],159980.XSHE:10544900:18485209.70
2025-03-26,18516753.85,['513030'],513030.XSHG:10296100:18481499.50
2025-03-27,18183577.62,['159980'],159980.XSHE:10329500:18148931.50
2025-03-28,18064084.52,['518880'],518880.XSHG:2598700:18029780.60
2025-03-31,18256382.12,['518880'],518880.XSHG:2598300:18219279.60
2025-04-01,18370707.32,['518880'],518880.XSHG:2598300:18333604.80
2025-04-02,18300553.22,['518880'],518880.XSHG:2598300:18263450.70
2025-04-03,18469441.72,['518880'],518880.XSHG:2598200:18431630.80
2025-04-07,17986530.77,['511880'],511880.XSHG:178800:17950626.00
2025-04-08,17987954.87,['511880'],511880.XSHG:178700:17942016.10
2025-04-09,17988848.37,['511880'],511880.XSHG:178700:17942909.60
2025-04-10,17996902.2,['518880'],518880.XSHG:2507300:17962297.20
2025-04-11,18270204.9,['518880'],518880.XSHG:2507000:18233411.00
2025-04-14,18405582.9,['518880'],518880.XSHG:2507000:18368789.00
2025-04-15,18400564.1,['518880'],518880.XSHG:2506900:18363042.50
2025-04-16,18846785.4,['518880'],518880.XSHG:2506800:18808520.40
2025-04-17,19002207.0,['518880'],518880.XSHG:2506800:18963942.00
2025-04-18,19047329.4,['518880'],518880.XSHG:2506800:19009064.40
2025-04-21,19400779.2,['518880'],518880.XSHG:2506700:19361750.80
2025-04-22,20047504.4,['518880'],518880.XSHG:2506500:20006883.00
2025-04-23,19033903.26,['159865'],159865.XSHE:32419100:18997592.60
2025-04-24,19223624.94,['511880'],511880.XSHG:191000:19186141.00
2025-04-25,19224765.44,['511880'],511880.XSHG:190900:19177241.30
2025-04-28,19116593.82,['518880'],518880.XSHG:2555900:19079793.50
2025-04-29,19249490.82,['518880'],518880.XSHG:2555600:19210445.20
2025-04-30,19131933.22,['518880'],518880.XSHG:2555600:19092887.60
2025-05-06,19492272.82,['518880'],518880.XSHG:2555600:19453227.20
2025-05-07,19643046.32,['518880'],518880.XSHG:2555500:19603240.50
2025-05-08,19563991.8,['513030'],513030.XSHG:10566400:19526707.20
2025-05-09,19775328.8,['513030'],513030.XSHG:10565000:19735420.00
2025-05-12,20113403.1,['513030'],513030.XSHG:10564900:20073310.00
2025-05-13,19542893.5,['513030'],513030.XSHG:10565400:19503728.40
2025-05-14,19627412.9,['513030'],513030.XSHG:10565200:19587880.80
2025-05-15,19225924.7,['513030'],513030.XSHG:10565600:19187129.60
2025-05-16,19708007.94,['513750'],513750.XSHG:15096300:19670478.90
2025-05-19,19677813.34,['513750'],513750.XSHG:15094800:19638334.80
2025-05-20,19919325.14,['513750'],513750.XSHG:15094500:19879456.50
2025-05-21,19949511.84,['513750'],513750.XSHG:15094200:19909249.80
2025-05-22,19823653.97,['159323'],159323.XSHE:15255000:19785735.00
2025-05-23,19869442.77,['159323'],159323.XSHE:15253200:19829160.00
2025-05-26,18930180.69,['159529'],159529.XSHE:11845800:18894051.00
2025-05-27,18911679.58,['513030'],513030.XSHG:10003100:18875849.70
2025-05-28,18926116.62,['159529'],159529.XSHE:11791500:18889983.00
2025-05-29,18949691.32,['159529'],159529.XSHE:11790400:18911801.60
2025-05-30,18590115.64,['159509'],159509.XSHE:12095500:18554497.00
2025-06-03,18698970.14,['159509'],159509.XSHE:12094300:18661504.90
2025-06-04,18868285.14,['159509'],159509.XSHE:12094100:18830513.70
2025-06-05,18840995.31,['513120'],513120.XSHG:17807800:18805036.80
2025-06-06,19268334.01,['513120'],513120.XSHG:17806300:19230804.00
2025-06-09,20149175.36,['159892'],159892.XSHE:27854600:20111021.20
2025-06-10,20869228.48,['515120'],515120.XSHG:33924300:20829520.20
2025-06-11,20699601.98,['515120'],515120.XSHG:33921500:20658193.50
2025-06-12,21242335.78,['515120'],515120.XSHG:33920200:21200125.00
2025-06-13,20801372.08,['515120'],515120.XSHG:33921500:20759958.00
2025-06-16,20782750.03,['161226'],161226.XSHE:20198100:20743448.70
2025-06-17,20823138.93,['161226'],161226.XSHE:20195800:20781478.20
2025-06-18,21206855.73,['161226'],161226.XSHE:20195000:21164360.00
2025-06-19,21769518.51,['501018'],501018.XSHG:15079600:21729703.60
2025-06-20,22043348.91,['159518'],159518.XSHE:23356000:22001352.00
2025-06-23,22393681.01,['159518'],159518.XSHE:23353100:22348916.70
2025-06-24,21169309.07,['513310'],513310.XSHG:12852300:21129181.20
2025-06-25,21420169.12,['513120'],513120.XSHG:18320000:21379440.00
2025-06-26,20432635.33,['159851'],159851.XSHE:12218500:20392676.50
2025-06-27,20261586.03,['159851'],159851.XSHE:12217800:20220459.00
2025-06-30,20536308.02,['513090'],513090.XSHG:11121700:20497293.10
2025-07-01,20436203.72,['513090'],513090.XSHG:11120700:20395363.80
2025-07-02,20201387.8,['159851'],159851.XSHE:12617400:20162605.20
2025-07-03,20458492.48,['513090'],513090.XSHG:11014100:20420141.40
2025-07-04,20601767.38,['513090'],513090.XSHG:11012000:20559404.00
2025-07-07,20766943.18,['513090'],513090.XSHG:11012400:20725336.80
2025-07-08,21537795.38,['513090'],513090.XSHG:11011800:21495033.60
2025-07-09,21447197.42,['159851'],159851.XSHE:12696400:21406130.40
2025-07-10,21320277.92,['159851'],159851.XSHE:12694900:21276652.40
2025-07-11,22120061.22,['159851'],159851.XSHE:12694300:22075387.70
2025-07-14,21349308.66,['515050'],515050.XSHG:17523600:21308697.60
2025-07-15,22505831.56,['515050'],515050.XSHG:17520300:22461024.60
2025-07-16,22348148.06,['515050'],515050.XSHG:17520000:22302960.00
2025-07-17,23381814.06,['515050'],515050.XSHG:17519000:23335308.00
2025-07-18,23167383.97,['159363'],159363.XSHE:19414700:23122907.70
2025-07-21,23069883.68,['159583'],159583.XSHE:11257000:15917398.00
2025-07-22,23133644.68,['516150'],516150.XSHG:16903200:23089771.20
2025-07-23,23005303.16,['515210'],515210.XSHG:16295900:22960923.10
2025-07-24,23690959.56,['560860'],560860.XSHG:22758800:23646393.20
2025-07-25,23645420.16,['560860'],560860.XSHG:22756400:23598386.80
2025-07-28,23843195.63,['159583'],159583.XSHE:11206600:16036644.60
2025-07-29,24470981.26,['515120'],515120.XSHG:34694200:24424716.80
2025-07-30,24482945.38,['512170'],512170.XSHG:65162400:24435900.00
2025-07-31,24356023.14,['560860'],560860.XSHG:24407100:24309471.60
2025-08-01,24088115.04,['159509'],159509.XSHE:13560000:24041880.00
2025-08-04,23777864.02,['518880'],518880.XSHG:3187300:23732635.80
2025-08-05,23960043.78,['159509'],159509.XSHE:13227200:23914777.60
2025-08-06,23840987.48,['159509'],159509.XSHE:13225900:23793394.10
